# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 09:21:17 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name	hostname	sy_snum	sy_pnum	discoverymethod	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	pl_rade	pl_radeerr1	pl_radeerr2	pl_radelim	pl_bmasse	pl_bmasseerr1	pl_bmasseerr2	pl_bmasselim	pl_eqt	pl_eqterr1	pl_eqterr2	pl_eqtlim	sy_dist	sy_disterr1	sy_disterr2
TOI-733 b	TOI-733	1	1	Transit	4.88476500	0.00001900	-0.00002400	0	1.992	0.085	-0.090	0	5.72000	0.70000	-0.68000	0	1056	36	-31	0	75.2092000	0.1764000	-0.1756000
TOI-757 b	TOI-757	1	1	Transit	17.46819000	0.00002000	-0.00002000	0	2.500	0.100	-0.100	0	10.50000	2.20000	-2.10000	0	641	10	-10	0	60.3418000	0.2017000	-0.2003000
TOI-762 A b	TOI-762 A	2	1	Transit	3.47168260	0.00000072	-0.00000072	0	8.339	0.191	-0.191	0	79.77493	13.34879	-13.34879	0	555	6	-6	0	98.4458000	0.4327000	-0.4291000
TOI-763 b	TOI-763	1	2	Transit	5.60570000	0.00130000	-0.00130000	0	2.280	0.110	-0.110	0	9.79000	0.78000	-0.78000	0	1038	16	-16	0	95.1274000	0.4536000	-0.4495000
TOI-763 c	TOI-763	1	2	Transit	12.27370000	0.00530000	-0.00770000	0	2.630	0.120	-0.120	0	9.32000	1.02000	-1.02000	0	800	12	-12	0	95.1274000	0.4536000	-0.4495000
TOI-771 b	TOI-771	1	1	Transit	2.32602100	0.00000100	-0.00000100	0	1.422	0.108	-0.086	0	2.61000			0	527	22	-22	0	25.2788000	0.0257000	-0.0257000
TOI-776 b	TOI-776	1	2	Transit	8.24662000	0.00002400	-0.00003100	0	1.798	0.078	-0.077	0	5.00000	1.60000	-1.60000	0	520	12	-12	0	27.1701000	0.0320500	-0.0320500
TOI-776 c	TOI-776	1	2	Transit	15.66532300	0.00007500	-0.00007000	0	2.047	0.081	-0.078	0	6.90000	2.60000	-2.50000	0	420	10	-10	0	27.1701000	0.0320500	-0.0320500
TOI-778 b	TOI-778	1	1	Transit	4.63361100	0.00000100	-0.00000100	0	15.400	0.500	-0.500	0	878.00000	77.00000	-72.00000	0	1561	33	-32	0	161.7430000	1.1230000	-1.1080000
TOI-782 b	TOI-782	1	1	Transit	8.02400150	0.00000770	-0.00000720	0	2.734	0.085	-0.085	0	19.10000			1	435	6	-6	0	52.5122000	0.2044000	-0.2028000
TOI-784 b	HD 307842	1	1	Transit	2.79703650	0.00000310	-0.00000300	0	1.930	0.110	-0.090	0	9.67000	0.83000	-0.82000	0	1256			0	64.5997000	0.1104000	-0.1100000
TOI-813 b	TOI-813	1	1	Transit	83.89110000	0.00270000	-0.00310000	0	6.710	0.380	-0.380	0	36.40000			0	610	28	-21	0	263.1450000	1.5780000	-1.5600000
TOI-815 b	TOI-815	2	2	Transit	11.19725900	0.00001800	-0.00001700	0	2.940	0.050	-0.050	0	7.60000	1.50000	-1.40000	0	686	13	-14	0	59.7117000	0.1295000	-0.1291000
TOI-815 c	TOI-815	2	2	Transit	34.97614500	0.00009900	-0.00009700	0	2.620	0.100	-0.090	0	23.50000	2.40000	-2.40000	0	469	9	-9	0	59.7117000	0.1295000	-0.1291000
TOI-824 b	TOI-824	1	1	Transit	1.39297800	0.00001800	-0.00001700	0	2.926	0.202	-0.191	0	18.46700	1.84300	-1.87500	0	1253	38	-37	0	63.9262000	0.1435000	-0.1428000
TOI-833 b	TOI-833	1	1	Transit	1.04187770	0.00003240	-0.00003240	0	1.270	0.070	-0.070	0	2.15000			0	1118	49	-49	0	41.7148000	0.0418000	-0.0418000
TOI-836 b	TOI-836	1	2	Transit	3.81673000	0.00001000	-0.00001000	0	1.704	0.067	-0.067	0	4.53000	0.92000	-0.86000	0	871	36	-36	0	27.5024000	0.0294000	-0.0293000
TOI-836 c	TOI-836	1	2	Transit	8.59545000	0.00001000	-0.00001000	0	2.587	0.088	-0.088	0	9.60000	2.70000	-2.50000	0	665	27	-27	0	27.5024000	0.0294000	-0.0293000
TOI-837 b	TOI-837	1	1	Transit	8.32491130	0.00000360	-0.00000360	0	9.169	0.381	-0.269	0	120.45697	18.43405	-19.38753	0	995	20	-19	0	142.4880000	0.4610000	-0.4580000
TOI-849 b	TOI-849	1	1	Transit	0.76554800	0.00005300	-0.00005300	0	3.640	0.380	-0.380	0	41.80000	2.50000	-2.40000	0	1932			0	225.7340000	1.5690000	-1.5470000
TOI-858 B b	TOI-858 B	2	1	Transit	3.27971780	0.00000140	-0.00000140	0	14.067	0.437	-0.437	0	349.61125	25.42627	-22.24799	0	1529	23	-22	0	250.4890000	1.5180000	-1.5000000
TOI-871 b	TOI-871	1	1	Transit	14.36256500	0.00009000	-0.00009000	0	1.664	0.114	-0.113	0	3.41000			0	621	16	-16	0	68.0473000	0.1038000	-0.1035000
TOI-880.02	TOI-880	1	1	Transit	2.57359430			0	2.778	0.229	-0.229	0	8.14000			0	1163			0	60.6679000	0.1123000	-0.1118000
TOI-892 b	TOI-892	1	1	Transit	10.62656000	0.00007000	-0.00007000	0	11.994	0.224	-0.224	0	301.93850	22.24810	-22.24810	0	1397	40	-40	0	340.5430000	4.8940000	-4.7600000
TOI-904 b	TOI-904	1	2	Transit	10.87720000	0.00030000	-0.00030000	0	2.426	0.163	-0.152	0	6.46000			0	429	33	-33	0	46.0891000	0.0349000	-0.0349000
TOI-904 c	TOI-904	1	2	Transit	83.99970000	0.00060000	-0.00070000	0	2.167	0.130	-0.118	0	5.34000			0	217	9	-9	0	46.0891000	0.0349000	-0.0349000
TOI-905 b	TOI-905	1	1	Transit	3.73949400	0.00003800	-0.00003800	0	13.126	0.594	-0.572	0	211.99261	13.34886	-13.03103	0	1192	39	-36	0	158.6490000	0.7250000	-0.7180000
TOI-907.01	TOI-907	1	1	Transit	4.58491290			0	9.616	0.612	-0.612	0	67.00000			0	1847			0	312.5290000	4.2650000	-4.1550000
TOI-908 b	TOI-908	1	1	Transit	3.18379200	0.00000700	-0.00000700	0	3.186	0.155	-0.155	0	16.13700	4.11200	-4.03900	0	1317	38	-38	0	175.7480000	0.6380000	-0.6340000
TOI-913 b	TOI-913	1	1	Transit	11.09864400	0.00058700	-0.00058100	0	2.453	0.127	-0.101	0	6.59000			0	712			0	65.1769000	0.0993000	-0.0989000
TOI-942 b	TOI-942	3	2	Transit	4.32421000	0.00001900	-0.00001900	0	3.890	0.250	-0.230	0	826.35800			1	1120			0	152.6010000	0.6950000	-0.6890000
TOI-942 c	TOI-942	3	2	Transit	10.15627200	0.00003700	-0.00003400	0	4.670	0.340	-0.300	0	37.00000			1					152.6010000	0.6950000	-0.6890000
TOI-954 b	TOI-954	1	1	Transit	3.68497290	0.00000270	-0.00000280	0	9.550	0.594	-0.695	0	55.30242	5.72094	-5.40311	0	1526	123	-164	0	238.7680000	1.9050000	-1.8750000
TOI-969 b	TOI-969	1	2	Transit	1.82373050	0.00000200	-0.00000210	0	2.765	0.088	-0.097	0	9.10000	1.00000	-1.00000	0	941	31	-31	0	77.2554000	0.3267000	-0.3240000
TOI-969 c	TOI-969	1	2	Radial Velocity	1700.00000000	290.00000000	-280.00000000	0	12.400			0	3591.46100	349.61125	-286.04557	0	96	7	-6	0	77.2554000	0.3267000	-0.3240000
TRAPPIST-1 b	TRAPPIST-1	1	7	Transit	1.51082600	0.00000600	-0.00000600	0	1.116	0.014	-0.012	0	1.37400	0.06900	-0.06900	0	398	4	-4	0	12.4298888	0.0187066	-0.0187066
TRAPPIST-1 c	TRAPPIST-1	1	7	Transit	2.42193700	0.00001800	-0.00001800	0	1.097	0.014	-0.012	0	1.30800	0.05600	-0.05600	0	340	3	-3	0	12.4298888	0.0187066	-0.0187066
TRAPPIST-1 d	TRAPPIST-1	1	7	Transit	4.04921900	0.00002600	-0.00002600	0	0.788	0.011	-0.010	0	0.38800	0.01200	-0.01200	0	286	3	-3	0	12.4298888	0.0187066	-0.0187066
TRAPPIST-1 e	TRAPPIST-1	1	7	Transit	6.10101300	0.00003500	-0.00003500	0	0.920	0.013	-0.012	0	0.69200	0.02200	-0.02200	0	250	2	-2	0	12.4298888	0.0187066	-0.0187066
TRAPPIST-1 f	TRAPPIST-1	1	7	Transit	9.20754000	0.00003200	-0.00003200	0	1.045	0.013	-0.012	0	1.03900	0.03100	-0.03100	0	218	2	-2	0	12.4298888	0.0187066	-0.0187066
TRAPPIST-1 g	TRAPPIST-1	1	7	Transit	12.35244600	0.00005400	-0.00005400	0	1.129	0.015	-0.013	0	1.32100	0.03800	-0.03800	0	197	2	-2	0	12.4298888	0.0187066	-0.0187066
TRAPPIST-1 h	TRAPPIST-1	1	7	Transit	18.77286600	0.00021400	-0.00021400	0	0.755	0.014	-0.014	0	0.32600	0.02000	-0.02000	0	172	2	-2	0	12.4298888	0.0187066	-0.0187066
TYC 0434-04538-1 b	TYC 0434-04538-1	1	1	Radial Velocity	193.20000000	0.40000000	-0.40000000	0	12.700			0	1938.76300	222.48100	-222.48100	0					613.4220000	24.3205000	-24.3205000
TYC 1422-614-1 b	TYC 1422-614-1	1	2	Radial Velocity	198.40000000	0.42000000	-0.42000000	0	13.300			0	794.50000	127.10000	-127.10000	0					672.4100000	34.7910000	-34.7910000
TYC 1422-614-1 c	TYC 1422-614-1	1	2	Radial Velocity	559.30000000	1.20000000	-1.20000000	0	12.500			0	3178.00000	318.00000	-318.00000	0					672.4100000	34.7910000	-34.7910000
TYC 2187-512-1 b	TYC 2187-512-1	1	1	Radial Velocity	691.90000000	8.77000000	-8.61000000	0	12.500			0	104.88337	6.35657	-6.35657	0					15.4744000	0.0116500	-0.0116500
TYC 3318-01333-1 b	TYC 3318-01333-1	1	1	Radial Velocity	562.00000000	4.10000000	-4.00000000	0	13.100			0	1086.97860	111.24050	-111.24050	0					490.6100000	9.8610000	-9.8610000
TYC 3667-1280-1 b	TYC 3667-1280-1	1	1	Radial Velocity	26.46800000	0.00500000	-0.00500000	0	12.800			0	1716.28200	127.13200	-127.13200	0	1350	100	-100	0	477.5160000	9.2365000	-9.2365000
TYC 4282-00605-1 b	TYC 4282-00605-1	1	1	Radial Velocity	101.54000000	0.05000000	-0.05000000	0	12.400			0	3426.20740	38.13960	-38.13960	0					464.1280000	6.2950000	-6.1320000
TYC 8998-760-1 b	TYC 8998-760-1	1	2	Imaging					12.300			0	4449.62000	953.49000	-953.49000	0					94.6177000	0.2844000	-0.2828000
TYC 8998-760-1 c	TYC 8998-760-1	1	2	Imaging					12.330	6.725	-3.363	0	1906.98000	317.83000	-317.83000	0	1240	160	-170	0	94.6177000	0.2844000	-0.2828000
Teegarden's Star b	Teegarden's Star	1	3	Radial Velocity	4.90634000	0.00041000	-0.00041000	0	1.050			0	1.16000	0.12000	-0.11000	0	277	5	-5	0	3.8307800	0.0039800	-0.0039700
Teegarden's Star c	Teegarden's Star	1	3	Radial Velocity	11.41600000	0.00300000	-0.00300000	0	1.020			0	1.05000	0.14000	-0.13000	0	209	4	-4	0	3.8307800	0.0039800	-0.0039700
Teegarden's Star d	Teegarden's Star	1	3	Radial Velocity	26.13000000	0.03000000	-0.04000000	0	0.954			0	0.82000	0.17000	-0.17000	0	159	3	-3	0	3.8307800	0.0039800	-0.0039700
TrES-1 b	TrES-1	2	1	Transit	3.03007000	0.00000800	-0.00000800	0	12.666	0.673	-0.673	0	266.97720	34.96130	-34.96130	0	1140	13	-12	0	159.6580000	0.7360000	-0.7300000
TrES-2 b	TrES-2	2	1	Transit	2.47063000	0.00001000	-0.00001000	0	15.244	0.897	-0.897	0	473.56670	69.92260	-69.92260	0	1466	9	-9	0	215.3200000	1.0500000	-1.0390000
TrES-3 b	TrES-3	1	1	Transit	1.30618581			0	14.975	0.347	-0.415	0	607.03000	23.83600	-25.42500	0	1638	22	-22	0	231.3370000	1.3030000	-1.2880000
TrES-4 b	TrES-4	2	1	Transit	3.55395000	0.00007500	-0.00007500	0	18.046	2.018	-2.018	0	247.90740	60.38770	-60.38770	0	1778	22	-22	0	515.9800000	7.0270000	-6.8430000
TrES-5 b	TrES-5	1	1	Transit	1.48224686	0.00000614	-0.00000614	0	13.384	0.168	-0.168	0	568.91570	21.61244	-21.61244	0	1480	13	-13	0	360.3130000	1.9210000	-1.9010000
UCAC3 113-933 b	UCAC3 113-933	1	1	Imaging					12.100			0	6674.39655			0					52.5829000	0.1090500	-0.1090500
UCAC4 328-061594 b	UCAC4 328-061594	1	1	Imaging					12.100			0	6674.39655			0					39.9089000	0.1004000	-0.1000000
UKIRT-2017-BLG-001L b	UKIRT-2017-BLG-001L	1	1	Microlensing					13.700			0	407.00000	120.00000	-140.00000	0					6300.0000000	1600.0000000	-2100.0000000
USco CTIO 108 b	USco CTIO 108	1	1	Imaging					12.300			0	4449.62000	635.66000	-2542.64000	0					144.0190000	5.2190000	-4.8720000
USco1556 b	USco1556 A	1	1	Imaging					12.300			0	4767.45000	635.66000	-635.66000	0	2240	100	-100	0	140.6350000	1.6670000	-1.6290000
USco1621 b	USco1621 A	1	1	Imaging					12.200			0	5085.28000	635.66000	-635.66000	0	2270	90	-90	0	137.9010000	0.9730000	-0.9600000
UZ For b	UZ For	2	2	Eclipse Timing Variations	5840.00000000	1095.00000000	-1095.00000000	0					2002.20000	476.70000	-476.70000	-1					239.6038748	4.2611816	-4.2611816
UZ For c	UZ For	2	2	Eclipse Timing Variations	1916.25000000	91.25000000	-91.25000000	0					2447.20000	381.40000	-381.40000	-1					239.6038748	4.2611816	-4.2611816
V0391 Peg b	V0391 Peg	1	1	Pulsation Timing Variations	1170.00000000	44.00000000	-44.00000000	0	13.100			0	1017.05600	222.48100	-222.48100	0					1195.9800000	78.4650000	-78.4650000
V1298 Tau b	V1298 Tau	3	4	Transit	24.13960000	0.00180000	-0.00180000	0	10.270	0.580	-0.530	0	203.41018	60.38740	-60.38740	0	677	22	-22	0	108.1990000	0.7040000	-0.6960000
V1298 Tau c	V1298 Tau	3	4	Transit	8.24958000	0.00072000	-0.00072000	0	5.590	0.360	-0.320	0	76.27882			1	968	31	-31	0	108.1990000	0.7040000	-0.6960000
V1298 Tau d	V1298 Tau	3	4	Transit	12.40320000	0.00150000	-0.00150000	0	6.410	0.450	-0.400	0	98.52681			1	845	27	-27	0	108.1990000	0.7040000	-0.6960000
V1298 Tau e	V1298 Tau	3	4	Transit	53.50000000	0.40000000	-0.40000000	0	9.976			0	321.00669	111.23994	-82.63539	0	492	66	-104	0	108.1990000	0.7040000	-0.6960000
V830 Tau b	V830 Tau	1	1	Radial Velocity	4.92700000	0.00800000	-0.00800000	0	14.000			0	222.48100	38.13960	-38.13960	0					130.1110000	0.6975000	-0.6975000
VHS J125601.92-125723.9 b	VHS J125601.92-125723.9	2	1	Imaging	5800000.00000000	3000000.00000000	-4000000.00000000	0	13.675			0	5085.25451	317.82841	-317.82841	0	1194	9	-9	0	12.7000000	1.0000000	-1.0000000
WASP-1 b	WASP-1	2	1	Transit	2.51994540	0.00000050	-0.00000050	0	16.623	0.269	-0.381	0	271.41500	18.11600	-16.52600	0	1812	14	-14	0	393.0720000	10.8020000	-10.2490000
WASP-10 b	WASP-10	1	1	Transit	3.09276160	0.00001120	-0.00001120	0	12.106	0.224	-0.224	0	1001.12000	41.32000	-34.96000	0	1370	50	-50	0	140.9980000	0.7500000	-0.7420000
WASP-100 b	WASP-100	2	1	Transit	2.84938000	0.00000800	-0.00000800	0	14.908	1.569	-1.569	0	400.46580	143.02350	-143.02350	0	2190	140	-140	0	364.4110000	2.7490000	-2.7090000
WASP-101 b	WASP-101	1	1	Transit	3.58572000	0.00000400	-0.00000400	0	16.029	1.009	-1.009	0	162.09330	25.42640	-25.42640	0	1560	35	-35	0	201.2240000	1.1520000	-1.1390000
WASP-103 b	WASP-103	1	1	Transit	0.92554200	0.00001900	-0.00001900	0	17.127	0.818	-0.527	0	473.54700	27.96800	-27.96800	0	2508	75	-70	0	375.6470000		
WASP-104 b	WASP-104	2	1	Transit	1.75541370	0.00000180	-0.00000360	0	12.745	0.415	-0.415	0	404.26300	14.93700	-14.93700	0	1516	39	-39	0	185.9320000	1.4800000	-1.4580000
WASP-105 b	WASP-105	1	1	Transit	7.87288000	0.00001000	-0.00001000	0	10.761	0.336	-0.336	0	572.09400	31.78300	-31.78300	0	900	20	-20	0	169.2720000		
WASP-106 b	WASP-106	1	1	Transit	9.28971000	0.00001000	-0.00001000	0	11.433	3.363	-3.363	0	514.88460	298.76020	-298.76020	0	1140	29	-29	0	352.1810000	6.3930000	-6.1720000
WASP-107 b	WASP-107	1	2	Transit	5.72147420			0	10.536	0.224	-0.224	0	30.50000	1.70000	-1.70000	0	736	17	-17	0	64.7414000	0.2617000	-0.2596000
WASP-107 c	WASP-107	1	2	Radial Velocity	1088.00000000	15.00000000	-16.00000000	0	13.200			0	115.00000	13.00000	-13.00000	0					64.7414000	0.2617000	-0.2596000
WASP-11 b	WASP-11	3	1	Transit	3.72247000	0.00000700	-0.00000700	0	12.442	1.121	-1.121	0	251.08570	54.03110	-54.03110	0	992	14	-14	0	124.7300000	2.1120000	-2.0440000
WASP-110 b	WASP-110	1	1	Transit	3.77840121	0.00000082	-0.00000082	0	13.877	0.628	-0.628	0	162.09249	20.34102	-20.34102	0	1033			0	274.9600000	3.0970000	-3.0300000
WASP-113 b	WASP-113	1	1	Transit	4.54216875	0.00000420	-0.00000420	0	15.793	1.076	-1.569	0	150.96925	17.16282	-16.52716	0	1496	60	-60	0	435.1560000	4.4330000	-4.3460000
WASP-114 b	WASP-114	2	1	Transit	1.54877430	0.00000120	-0.00000091	0	15.009	0.717	-0.717	0	562.24127	20.34112	-20.34112	0	2043	58	-58	0	523.3370000	17.3420000	-16.2820000
WASP-117 b	WASP-117	1	1	Transit	10.02165000	0.00055000	-0.00055000	0	11.882	0.785	-0.785	0	95.34900	15.89150	-15.89150	0	1001	29	-32	0	157.9630000	0.6360000	-0.6320000
WASP-118 b	WASP-118	1	1	Transit	4.04604350	0.00000440	-0.00000440	0	16.141	0.404	-0.404	0	163.36462	6.35660	-6.35660	0	1729	36	-36	0	376.6580000	11.1990000	-10.5800000
WASP-119 b	WASP-119	1	1	Transit	2.49979000	0.00001000	-0.00001000	0	15.693	2.242	-2.242	0	390.93090	25.42640	-25.42640	0	1600	80	-80	0	302.4480000	2.0170000	-1.9910000
WASP-12 b	WASP-12	3	1	Transit	1.09142000	0.00000014	-0.00000014	0	21.712	0.628	-0.628	0	465.62095	25.10857	-25.10857	0	2593	57	-57	0	427.2460000	6.0680000	-5.9030000
WASP-120 b	WASP-120	1	1	Transit	3.61127060	0.00000430	-0.00000430	0	16.511	1.076	-1.076	0	1541.47550	66.74430	-66.74430	0	1880	70	-70	0	381.1740000	3.2300000	-3.1770000
WASP-121 b	WASP-121	1	1	Transit	1.27492504	0.00000015	-0.00000014	0	19.649	0.404	-0.404	0	367.72747	22.24799	-22.24799	0	2720	8	-8	0	269.8980000	1.5800000	-1.5620000
WASP-123 b	WASP-123	2	1	Transit	2.97764120	0.00000230	-0.00000230	0	14.773	0.729	-0.729	0	285.72917	11.44188	-11.44188	0	1520	50	-50	0	197.9960000	3.0830000	-2.9930000
WASP-124 b	WASP-124	1	1	Transit	3.37265000	0.00000100	-0.00000100	0	13.899	0.336	-0.336	0	190.69800	22.24810	-22.24810	0	1400	30	-30	0	448.6370000	7.6320000	-7.3840000
WASP-126 b	WASP-126	1	2	Transit	3.28883000	0.00003710	-0.00003710	0	10.514	0.519	-0.519	0	90.30000			0	1480	60	-60	0	216.5260000	0.9360000	-0.9280000
WASP-126 c	WASP-126	1	2	Transit Timing Variations	7.63000000	0.17000000	-0.17000000	0	9.380			0	64.20000	24.60000	-24.60000	0					216.5260000	0.9360000	-0.9280000
WASP-127 b	WASP-127	2	1	Transit	4.17806203	0.00000088	-0.00000053	0	14.695	0.280	-0.325	0	52.34660	6.80156	-5.46668	0	1400	24	-24	0	159.5070000	1.2100000	-1.1910000
WASP-129 b	WASP-129	2	1	Transit	5.74814500	0.00000400	-0.00000400	0	10.424	0.336	-0.336	0	317.83000	31.78300	-31.78300	0	1100	25	-25	0	301.4620000	3.3800000	-3.3070000
WASP-13 b	WASP-13	1	1	Transit	4.35301000	0.00000300	-0.00000300	0	13.675	1.569	-1.569	0	114.41880	28.60470	-28.60470	0	1531	37	-37	0	227.5370000	3.1100000	-3.0280000
WASP-130 b	WASP-130	1	1	Transit	11.55098000	0.00001000	-0.00001000	0	9.976	0.336	-0.336	0	390.93090	12.71320	-12.71320	0	833	18	-18	0	172.2560000	1.3900000	-1.3680000
WASP-131 b	WASP-131	1	1	Transit	5.32202300	0.00000500	-0.00000500	0	13.675	0.560	-0.560	0	85.81410	6.35660	-6.35660	0	1460	30	-30	0	200.0750000	2.6590000	-2.5910000
WASP-132 b	WASP-132	1	2	Transit	7.13351400	0.00000400	-0.00000400	0	10.050	0.340	-0.340	0	130.31030	9.53490	-9.53490	0	763	16	-16	0	122.9100000	0.5680000	-0.5620000
WASP-132 c	WASP-132	1	2	Transit	1.01153400	0.00000500	-0.00000500	0	1.850	0.100	-0.100	0	37.35000			1	1386			0	122.9100000	0.5680000	-0.5620000
WASP-133 b	WASP-133	1	1	Transit	2.17642300	0.00000100	-0.00000100	0	13.563	0.560	-0.560	0	368.68280	28.60470	-28.60470	0	1790	40	-40	0	559.0840000	16.9670000	-16.0120000
WASP-135 b	WASP-135	1	1	Transit	1.40137940	0.00000080	-0.00000080	0	14.572	1.009	-1.009	0	603.87700	25.42640	-25.42640	0	1404			0	298.2140000	1.4200000	-1.4070000
WASP-136 b	WASP-136	1	1	Transit	5.21535700	0.00000600	-0.00000600	0	15.468	1.793	-1.793	0	479.92330	25.42640	-25.42640	0	1742	82	-82	0	275.5870000	4.6060000	-4.4600000
WASP-138 b	WASP-138	1	1	Transit	3.63443300	0.00000500	-0.00000500	0	12.218	0.560	-0.560	0	387.75260	25.42640	-25.42640	0	1590	31	-31	0	414.2340000	7.6470000	-7.3790000
WASP-139 b	WASP-139	2	1	Transit	5.92426200	0.00000400	-0.00000400	0	8.967	0.560	-0.560	0	37.18611	5.40311	-5.40311	0	910	30	-30	0	212.4720000	1.1100000	-1.0980000
WASP-14 b	WASP-14	3	1	Transit	2.24375000	0.00001000	-0.00001000	0	15.468	0.897	-0.897	0	2809.61720	444.96200	-444.96200	0	1872	29	-29	0	161.9970000	0.8100000	-0.8020000
WASP-140 b	WASP-140	2	1	Transit	2.23598350	0.00000080	-0.00000080	0	16.141	4.708	-2.018	0	775.50520	22.24810	-22.24810	0	1320	40	-40	0	117.5980000	0.6010000	-0.5940000
WASP-141 b	WASP-141	1	1	Transit	3.31065100	0.00000500	-0.00000500	0	13.563	0.897	-0.897	0	854.96270	47.67450	-47.67450	0	1540	50	-50	0	516.5430000	8.6410000	-8.3660000
WASP-142 b	WASP-142	1	1	Transit	2.05286800	0.00000200	-0.00000200	0	17.150	0.897	-0.897	0	266.97720	28.60470	-28.60470	0	2000	60	-60	0	730.9330000	24.1750000	-22.7020000
WASP-144 b	WASP-144	1	1	Transit	2.27831520	0.00000130	-0.00000130	0	9.528	0.560	-0.560	0	139.84520	19.06980	-19.06980	0	1260	40	-40	0	355.5130000	10.6680000	-10.0750000
WASP-145 A b	WASP-145 A	2	1	Transit	1.76903810	0.00000080	-0.00000080	0	10.088	4.484	-4.484	0	282.86870	12.71320	-12.71320	0	1200	60	-60	0	91.2990000	0.2415000	-0.2403000
WASP-147 b	WASP-147	1	1	Transit	4.60273000	0.00002700	-0.00002700	0	12.498	1.569	-1.042	0	87.40325	8.89924	-8.58141	0	1404	69	-43	0	436.0980000	9.3500000	-8.9730000
WASP-148 b	WASP-148	1	2	Transit	8.80380900	0.00004300	-0.00004300	0	8.474	0.146	-0.191	0	91.21675	6.99222	-5.08525	0	940	80	-80	0	246.3530000	1.5750000	-1.5550000
WASP-148 c	WASP-148	1	2	Radial Velocity	34.52400000	0.02900000	-0.02900000	0	13.900			0	124.58874	7.31005	-8.58137	0	590	50	-50	0	246.3530000	1.5750000	-1.5550000
WASP-15 b	WASP-15	1	1	Transit	3.75210000	0.00001000	-0.00001000	0	15.805	4.035	-4.035	0	171.62820	92.17070	-92.17070	0	1676	29	-29	0	282.0910000	3.3710000	-3.2940000
WASP-150 b	WASP-150	1	1	Transit	5.64420700	0.00000300	-0.00000400	0	11.994	0.269	-0.280	0	2688.84180	88.99240	-63.56600	0	1460	11	-11	0	527.9950000	5.8170000	-5.6940000
WASP-151 b	WASP-151	1	1	Transit	4.53347750	0.00000230	-0.00000230	0	13.305	0.235	-0.235	0	100.43378	9.85268	-9.85268	0	1312	16	-16	0	453.0990000	10.0520000	-9.6330000
WASP-153 b	WASP-153	1	1	Transit	3.33260900	0.00000200	-0.00000200	0	17.374	1.121	-0.897	0	123.95370	6.35660	-6.35660	0	1700	40	-40	0	610.1760000	9.0170000	-8.7620000
WASP-156 b	WASP-156	1	1	Transit	3.83616230	0.00000150	-0.00000150	0	6.028	0.128	-0.120	0	41.80000	2.90000	-2.90000	0	934	14	-14	0	122.0660000	0.6480000	-0.6410000
WASP-157 b	WASP-157	1	1	Transit	3.95162300	0.00001800	-0.00001800	0	11.190	0.280	-0.280	0	182.43442	29.55819	-29.55819	0	1193	24	-24	0	334.0370000	6.5100000	-6.2700000
WASP-158 b	WASP-158	1	1	Transit	3.65633300	0.00000400	-0.00000400	0	11.994	1.681	-1.681	0	886.74570	73.10090	-73.10090	0	1590	80	-80	0	524.9930000	12.5750000	-12.0100000
WASP-159 b	WASP-159	1	1	Transit	3.84040100	0.00000700	-0.00000700	0	15.468	1.009	-1.009	0	174.80650	25.42640	-25.42640	0	1850	50	-50	0	715.3830000	10.7750000	-10.4660000
WASP-16 b	WASP-16	1	1	Transit	3.11860000	0.00001400	-0.00001400	0	13.675	1.121	-1.121	0	394.10920	79.45750	-79.45750	0	1389	24	-24	0	194.1340000	1.9440000	-1.9070000
WASP-160 B b	WASP-160 B	2	1	Transit	3.76849520	0.00000350	-0.00000350	0	12.218	0.527	-0.460	0	88.35674	13.98452	-14.30235	0	1119	25	-23	0	288.3260000	2.0360000	-2.0080000
