# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:40:09 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_trandur:     Transit Duration [hours]
#
pl_name,pl_orbper,pl_rade,pl_trandur
Kepler-1619 b,23.62259130,0.760,6.5440000
Kepler-162 b,6.91979800,1.260,3.3390000
Kepler-162 c,19.44635500,3.030,3.5270000
Kepler-1620 b,101.95182900,1.610,5.9890000
Kepler-1621 b,92.26371400,2.160,9.8620000
Kepler-1622 b,10.81187370,1.470,2.6110000
Kepler-1623 b,4.36128348,1.310,2.0580000
Kepler-1624 b,3.29030452,5.700,1.7505000
Kepler-1625 b,287.37894900,6.060,18.8860000
Kepler-1626 b,4.13962966,2.020,3.2840000
Kepler-1627 b,7.20283653,3.690,2.8860000
Kepler-1628 b,76.37803300,6.430,4.9520000
Kepler-1629 b,3.87595807,0.770,2.2260000
Kepler-163 b,7.81093700,1.050,3.3590000
Kepler-163 c,21.34726200,2.260,3.7650000
Kepler-1630 b,509.99740200,2.190,8.4810000
Kepler-1631 b,4.09513932,1.350,1.9290000
Kepler-1632 b,448.30355800,2.470,12.7130000
Kepler-1633 b,186.40427100,1.580,10.4600000
Kepler-1634 b,374.87623900,3.190,11.3280000
Kepler-1635 b,469.63111000,3.640,13.5560000
Kepler-1636 b,425.47785000,3.230,17.8480000
Kepler-1637 b,6.10960324,0.890,5.5850000
Kepler-1638 b,259.33683000,1.870,15.9790000
Kepler-1639 b,9.87848200,2.580,3.0810000
Kepler-164 b,5.03503000,1.410,1.6490000
Kepler-164 c,10.94572300,2.730,3.0040000
Kepler-164 d,28.98676900,2.450,3.4440000
Kepler-164 e,94.88690200,4.240,6.9230000
Kepler-1640 b,7.58441260,4.820,3.8100000
Kepler-1641 b,19.67226600,3.110,4.7660000
Kepler-1641 c,32.65721200,2.950,5.9820000
Kepler-1642 b,12.20575130,3.200,2.4540000
Kepler-1642 c,6.65138020,2.660,2.1356000
Kepler-1643 b,5.34265700,2.320,2.4100000
Kepler-1644 b,21.09077580,1.880,4.6290000
Kepler-1645 b,16.17795610,1.780,5.2690000
Kepler-1646 b,4.48558383,1.230,0.8208000
Kepler-1647 b,1107.59230000,11.874,
Kepler-1649 b,8.68909900,1.017,1.1840000
Kepler-1649 c,19.53527000,1.060,1.0700000
Kepler-165 b,8.18084800,2.320,2.8690000
Kepler-165 c,15.31299000,2.230,3.0280000
Kepler-1650 b,1.53818001,0.960,
Kepler-1651 b,9.87863917,1.840,
Kepler-1652 b,38.09722000,1.600,3.2400000
Kepler-1653 b,140.25240000,2.170,6.6000000
Kepler-1654 b,1047.83560000,9.180,22.9920000
Kepler-1655 b,11.87287870,2.213,
Kepler-1656 b,31.56200000,,
Kepler-1658 b,3.84937278,11.994,2.6000000
Kepler-166 b,7.65025400,2.270,2.7490000
Kepler-166 c,34.26028100,2.380,4.8400000
Kepler-166 d,1.55400393,1.730,1.7696000
Kepler-1661 b,175.06000000,3.870,
Kepler-1663 b,17.60460000,3.304,
Kepler-1664 b,14.38680000,3.033,
Kepler-1665 b,11.95480000,2.839,
Kepler-1666 b,25.84760000,2.883,
Kepler-1666 c,40.71570000,3.236,
Kepler-1667 b,83.57810000,2.984,
Kepler-1668 b,15.43400000,4.348,
Kepler-1669 b,9.51216000,2.780,
Kepler-1669 c,1.60932005,1.901,
Kepler-1669 d,4.72941177,1.220,2.2340000
Kepler-167 b,4.39315390,1.718,
Kepler-167 c,7.40610600,1.674,
Kepler-167 d,21.80379000,1.238,
Kepler-167 e,1071.23205000,10.160,
Kepler-1670 b,20.49980000,3.356,
Kepler-1671 b,4.16787000,1.326,
Kepler-1672 b,150.87800000,2.970,
Kepler-1673 b,33.78880000,2.936,
Kepler-1674 b,62.56110000,3.206,
Kepler-1675 b,63.03820000,3.125,
Kepler-1676 b,29.92210000,3.377,
Kepler-1677 b,22.06400000,2.702,
Kepler-1678 b,147.97400000,3.304,
Kepler-1679 b,9.75376000,2.069,
Kepler-168 b,4.42539100,1.460,3.5140000
Kepler-168 c,13.19324200,2.690,4.9360000
Kepler-1680 b,8.77424000,1.360,
Kepler-1681 b,69.89560000,2.553,
Kepler-1682 b,14.83340000,2.889,
Kepler-1683 b,15.03370000,1.875,
Kepler-1684 b,47.70550000,2.871,
Kepler-1685 b,20.49050000,2.577,
Kepler-1686 b,9.30987000,1.426,
Kepler-1687 b,5.77954000,1.656,
Kepler-1688 b,5.62012000,1.262,
Kepler-1689 b,8.48300000,0.947,
Kepler-169 b,3.25061900,1.130,2.1350000
Kepler-169 c,6.19546900,1.210,3.0560000
Kepler-169 d,8.34812500,1.250,2.7900000
Kepler-169 e,13.76710200,2.200,2.9120000
Kepler-169 f,87.09019500,2.580,6.3130000
Kepler-1690 b,234.63600000,2.811,
Kepler-1691 b,3.84820000,1.835,
Kepler-1692 b,5.95966000,1.112,
Kepler-1693 b,12.09990000,1.289,
Kepler-1693 c,5.36370993,0.977,
Kepler-1694 b,3.89526000,1.180,
Kepler-1695 b,4.73290000,1.119,
Kepler-1696 b,65.94090000,2.810,
Kepler-1697 b,33.49690000,1.260,
Kepler-1698 b,1.21070000,1.073,
Kepler-1699 b,3.49082000,1.567,
Kepler-17 b,1.48571080,14.680,2.2764000
Kepler-170 b,7.93059200,3.200,3.6800000
Kepler-170 c,16.66586300,2.860,4.2000000
Kepler-1700 b,234.23900000,2.901,
Kepler-1701 b,169.13400000,2.222,
Kepler-1702 b,18.50120000,1.602,
Kepler-1704 b,988.88112000,11.949,6.0070000
Kepler-1705 b,9.03502000,2.030,
Kepler-1705 c,11.28000000,2.050,
Kepler-1708 b,737.11310000,9.960,
Kepler-1709 b,65.70459747,3.124,
Kepler-171 b,4.16697200,2.340,2.7410000
Kepler-171 c,11.46346200,2.560,2.5660000
Kepler-171 d,39.59551900,1.890,6.3150000
Kepler-1710 b,14.91110039,3.197,
Kepler-1711 b,21.06080055,1.923,
Kepler-1712 b,13.81499958,2.284,
Kepler-1713 b,18.01160049,1.717,
Kepler-1714 b,10.27530003,3.264,
Kepler-1715 b,35.59730148,4.140,
Kepler-1716 b,35.58100128,2.425,
Kepler-1717 b,30.65279961,2.989,
Kepler-1718 b,135.18800350,2.569,
Kepler-1719 b,6.14955997,3.950,
Kepler-172 b,2.94030900,2.350,2.5950000
Kepler-172 c,6.38899600,2.860,3.3890000
Kepler-172 d,14.62711900,2.250,3.5410000
Kepler-172 e,35.11873600,2.760,3.5590000
Kepler-1720 b,12.70639992,3.216,
Kepler-1721 b,4.59238005,3.119,
Kepler-1722 b,9.17856979,2.867,
Kepler-1723 b,39.75289917,2.880,
Kepler-1724 b,6.45442009,2.837,
Kepler-1725 b,16.71990013,2.813,
Kepler-1726 b,18.39629936,2.509,
Kepler-1727 b,9.02929974,3.173,
Kepler-1728 b,4.78299999,2.955,
Kepler-1729 b,4.22097015,3.894,
Kepler-173 b,4.26374200,1.290,2.2610000
Kepler-173 c,8.00577700,2.430,3.1290000
Kepler-1730 b,13.81019974,4.485,
Kepler-1731 b,21.76129913,2.933,
Kepler-1732 b,32.31240082,4.099,
Kepler-1733 b,9.22957993,3.636,
Kepler-1734 b,6.79685020,3.089,
Kepler-1735 b,7.71792984,1.194,
Kepler-1736 b,37.81029892,3.877,
Kepler-1737 b,64.61750031,5.395,
Kepler-1738 b,7.67463016,2.825,
Kepler-1739 b,7.34370995,2.431,
Kepler-174 b,13.98179000,1.960,2.9380000
Kepler-174 c,44.00052900,1.490,5.1770000
Kepler-174 d,247.35373000,2.190,8.7730000
Kepler-1740 b,8.17240047,3.323,
Kepler-1741 b,2.75759006,1.273,
Kepler-1742 b,49.47819901,2.178,
Kepler-1743 b,7.64971018,1.599,
Kepler-1744 b,37.10110092,3.768,
Kepler-1745 b,3.01619005,1.929,
Kepler-1746 b,321.21200560,8.935,
Kepler-1747 b,6.23031998,4.265,
Kepler-1748 b,5.82352018,2.713,
Kepler-1749 b,14.53409958,1.613,
Kepler-175 b,11.90351500,2.560,4.2150000
Kepler-175 c,34.03525700,3.100,7.0570000
Kepler-1750 b,205.91200260,6.004,
Kepler-1751 b,7.01731014,1.824,
Kepler-1752 b,56.35850143,4.541,
Kepler-1753 b,16.00460052,2.227,
Kepler-1754 b,8.19594955,2.440,
Kepler-1755 b,24.81209946,5.917,
Kepler-1756 b,2.35575008,1.472,
Kepler-1757 b,19.65640068,2.947,
Kepler-1758 b,9.97721004,2.571,
Kepler-1759 b,3.72023010,0.904,
Kepler-176 b,5.43307400,1.430,2.4070000
Kepler-176 c,12.75971200,2.600,3.5410000
Kepler-176 d,25.75197400,2.510,2.8530000
Kepler-176 e,51.16579000,1.450,4.7150000
Kepler-1760 b,38.32609940,2.290,
Kepler-1761 b,4.04354000,1.391,
Kepler-1762 b,29.53910065,2.760,
Kepler-1763 b,1.48028004,1.147,
Kepler-1764 b,70.46829987,4.555,
Kepler-1765 b,10.41889954,2.495,
Kepler-1766 b,105.01499940,2.279,
Kepler-1767 b,59.65829849,3.013,
Kepler-1768 b,15.13589954,2.233,
Kepler-1769 b,89.19349670,4.465,
Kepler-177 b,36.86010000,3.500,
Kepler-177 c,49.40926000,8.730,5.2430000
Kepler-1770 b,16.84189987,2.841,
Kepler-1771 b,88.64399719,4.055,
Kepler-1772 b,3.21509004,2.686,
Kepler-1773 b,40.80970001,3.505,
Kepler-1774 b,59.77080154,3.182,
Kepler-1775 b,85.65399933,3.648,
Kepler-1776 b,35.01190186,2.612,
Kepler-1777 b,12.18420029,2.132,
Kepler-1778 b,10.08740044,3.017,
Kepler-1779 b,16.34359932,3.033,
Kepler-178 b,9.57669400,2.900,3.3770000
Kepler-178 c,20.55280200,2.880,2.2050000
Kepler-178 d,96.67898800,3.950,6.2760000
Kepler-1780 b,109.44499970,3.606,
Kepler-1781 b,4.88752985,2.381,
Kepler-1782 b,5.75622988,2.229,
Kepler-1783 b,8.27744007,1.319,
Kepler-1784 b,13.59049988,2.799,
Kepler-1785 b,19.58550072,2.704,
Kepler-1786 b,78.54609680,3.163,
Kepler-1787 b,39.31370163,2.319,
Kepler-1788 b,2.80012011,2.379,
Kepler-1789 b,80.23190308,2.831,
Kepler-179 b,2.73592600,1.640,1.9870000
Kepler-179 c,6.40013000,2.000,1.8420000
Kepler-1790 b,31.58889961,3.145,
Kepler-1791 b,7.72086000,3.121,
Kepler-1792 b,4.19577980,2.520,
Kepler-1793 b,8.77999973,3.790,
Kepler-1794 b,9.76298046,1.794,
Kepler-1795 b,13.36019993,1.663,
Kepler-1796 b,29.45579910,2.750,
Kepler-1797 b,23.35939980,3.058,
Kepler-1798 b,16.85589981,2.309,
Kepler-1799 b,11.92969990,4.128,
Kepler-18 b,3.50472500,2.000,2.0760000
Kepler-18 c,7.64159000,5.490,3.4872000
Kepler-18 d,14.85888000,6.980,3.6790000
Kepler-180 b,13.81712400,1.500,3.7400000
Kepler-180 c,41.88577500,3.010,6.2410000
Kepler-1800 b,4.56202984,0.997,
Kepler-1801 b,10.44089985,2.709,
Kepler-1801 c,116.58318300,2.910,5.8000000
Kepler-1802 b,15.45020008,1.671,
Kepler-1802 c,33.13610077,2.322,
Kepler-1804 b,12.28849983,1.596,
Kepler-1805 b,8.84794045,1.545,
Kepler-1806 b,9.03332043,2.356,
Kepler-1807 b,10.86060047,2.704,
Kepler-1808 b,23.34040070,3.025,
Kepler-1809 b,3.75729990,1.513,
Kepler-181 b,3.13787300,1.270,1.8880000
Kepler-181 c,4.30214900,1.990,1.9650000
Kepler-1810 b,101.13300320,3.918,
Kepler-1811 b,76.42230225,3.848,
Kepler-1812 b,7.16521978,2.325,
Kepler-1813 b,2.81816006,1.413,
Kepler-1814 b,2.93535996,2.370,
Kepler-1814 c,0.62628177,1.760,1.1812000
Kepler-1815 b,12.19139957,2.749,
Kepler-1816 b,91.50099945,1.968,
Kepler-1817 b,44.29919815,2.273,
Kepler-1818 b,4.64490986,1.714,
Kepler-1819 b,16.48690033,3.904,
Kepler-182 b,9.82579200,2.580,4.9610000
Kepler-182 c,20.68434200,3.430,6.4160000
Kepler-1820 b,31.03249931,3.119,
Kepler-1821 b,16.45809937,2.592,
Kepler-1822 b,22.13339996,2.648,
Kepler-1823 b,21.10339928,2.086,
Kepler-1824 b,95.61100006,2.381,
Kepler-1825 b,1.02586997,1.422,
Kepler-1826 b,1.61536002,1.475,
Kepler-1827 b,3.70061994,1.856,
Kepler-1828 b,10.27379990,2.116,
Kepler-1829 b,5.18671989,2.479,
Kepler-183 b,5.68794500,2.060,2.2140000
Kepler-183 c,11.63707100,2.270,3.2890000
Kepler-1830 b,56.49330139,3.330,
Kepler-1831 b,5.78387022,1.970,
Kepler-1832 b,3.13878989,1.227,
Kepler-1833 b,6.89212990,1.300,
Kepler-1834 b,4.60301018,1.459,
Kepler-1834 c,0.76669152,1.220,1.2638000
Kepler-1835 b,11.96409988,3.534,
Kepler-1836 b,5.25416994,2.553,
Kepler-1837 b,5.90608978,2.067,
Kepler-1838 b,12.14680004,1.660,
Kepler-1839 b,5.05675983,1.949,
Kepler-184 b,10.68757600,2.360,3.2210000
Kepler-184 c,20.30300500,1.970,4.3480000
Kepler-184 d,29.02235800,2.490,3.9610000
Kepler-1840 b,131.19000240,2.778,
Kepler-1841 b,25.88599968,1.489,
Kepler-1842 b,14.02639961,2.354,
Kepler-1843 b,25.54339981,2.709,
Kepler-1844 b,3.92451000,3.036,
Kepler-1845 b,11.60649967,2.438,
Kepler-1846 b,14.82009983,1.764,
Kepler-1847 b,11.12969971,2.745,
Kepler-1848 b,5.60402012,1.409,
Kepler-1849 b,57.29290009,2.387,
Kepler-185 b,1.63290000,1.170,1.5590000
Kepler-185 c,20.72904200,2.020,2.7810000
Kepler-1850 b,1.38580000,0.729,
Kepler-1851 b,12.02289963,3.900,
Kepler-1852 b,7.97094011,1.886,
Kepler-1853 b,48.88819885,1.519,
Kepler-1854 b,39.83110046,2.587,
Kepler-1855 b,0.72733098,1.216,
Kepler-1856 b,1.30200005,1.734,
Kepler-1857 b,8.94340992,1.961,
Kepler-1858 b,88.07160187,2.422,
Kepler-1859 b,2.72959995,1.583,
Kepler-1859 c,3.59645081,1.660,2.6610000
Kepler-186 b,3.88679070,1.070,
Kepler-186 c,7.26730200,1.250,
Kepler-186 d,13.34299600,1.400,
Kepler-186 e,22.40770400,1.270,
Kepler-186 f,129.94410000,1.170,5.6200000
Kepler-1860 b,12.73719978,1.139,
Kepler-1861 b,40.03060150,2.207,
Kepler-1862 b,16.05730057,2.203,
Kepler-1863 b,44.99760056,2.263,
Kepler-1864 b,3.88151002,0.754,
Kepler-1865 b,2.52400994,1.577,
Kepler-1866 b,11.66009998,2.082,
Kepler-1867 b,9.88735962,1.160,
Kepler-1868 b,211.03399660,3.150,
Kepler-1869 b,8.16736031,1.120,
Kepler-1869 c,1.71682830,0.740,2.0680000
Kepler-187 b,4.93886400,1.410,4.2790000
Kepler-187 c,10.64026300,2.670,5.2840000
Kepler-1870 b,3.60694003,2.101,
Kepler-1871 b,1.95270002,2.422,
Kepler-1872 b,3.82591009,2.384,
Kepler-1873 b,0.55884200,1.626,
Kepler-1874 b,56.57320023,2.211,
Kepler-1875 b,34.45859909,3.227,
Kepler-1876 b,6.99205000,0.853,
Kepler-1877 b,2.37756991,0.624,
Kepler-1878 b,4.44587994,2.920,
Kepler-1879 b,10.61340046,2.065,
Kepler-188 b,2.06189700,1.680,1.7910000
Kepler-188 c,5.99655300,3.190,3.2310000
Kepler-1880 b,6.30921984,2.117,
Kepler-1881 b,159.39399720,2.981,
Kepler-1882 b,13.78730011,1.487,
Kepler-1883 b,103.42700200,3.251,
Kepler-1884 b,8.98832035,1.814,
Kepler-1885 b,2.52255988,1.511,
Kepler-1886 b,24.27580070,2.582,
Kepler-1887 b,19.94750023,2.925,
Kepler-1888 b,11.39169979,1.326,
Kepler-1889 b,37.30369949,2.944,
Kepler-189 b,10.39993100,1.210,3.4170000
Kepler-189 c,20.13486600,2.380,3.5650000
Kepler-1890 b,4.82059002,0.869,
Kepler-1891 b,4.02229023,1.521,
Kepler-1892 b,6.33123016,1.837,
Kepler-1893 b,4.17936993,1.706,
Kepler-1894 b,2.76266003,1.201,
Kepler-1894 c,5.05368985,1.210,2.5140000
Kepler-1895 b,6.07029009,2.119,
Kepler-1896 b,44.87020111,3.099,
Kepler-1897 b,24.22030067,2.814,
Kepler-1898 b,4.76562023,0.934,
Kepler-1899 b,4.09577990,1.551,
Kepler-19 b,9.28699000,2.209,
Kepler-190 b,2.01999900,1.560,1.8210000
Kepler-190 c,3.76302400,1.460,1.5360000
Kepler-1900 b,2.98622990,1.623,
Kepler-1901 b,3.48412991,1.474,
Kepler-1902 b,3.82222009,1.176,
Kepler-1903 b,17.06789970,2.286,
Kepler-1904 b,4.57702017,1.390,
Kepler-1905 b,3.42392993,1.446,
Kepler-1906 b,7.36268997,2.776,
Kepler-1907 b,5.65245008,0.870,
Kepler-1907 c,14.86390018,1.155,
Kepler-1909 b,2.39160991,1.092,
Kepler-191 b,9.93963200,1.340,2.9170000
Kepler-191 c,17.73850600,1.860,2.8210000
Kepler-191 d,5.94504102,2.280,2.5711000
Kepler-1910 b,5.68876982,1.184,
Kepler-1911 b,5.99079990,1.011,
Kepler-1912 b,6.05921984,1.357,
Kepler-1913 b,14.19600010,1.519,
Kepler-1914 b,30.82789993,2.943,
Kepler-1915 b,13.83539963,3.218,
Kepler-1916 b,31.25429916,2.618,
Kepler-1917 b,12.90240002,1.890,
Kepler-1918 b,47.05640030,2.298,
Kepler-1919 b,37.88660049,2.624,
Kepler-192 b,9.92674600,2.740,3.7800000
Kepler-192 c,21.22340000,2.790,4.9400000
Kepler-192 d,6.47027579,1.020,3.2410000
Kepler-1920 b,30.25410080,2.954,
Kepler-1921 b,20.03479958,2.895,
Kepler-1921 c,3.15722086,1.410,3.7620000
Kepler-1922 b,13.22259998,2.291,
Kepler-1923 b,52.60969925,1.960,
Kepler-1924 b,15.33170033,2.654,
Kepler-1925 b,46.71640015,3.002,
Kepler-1926 b,42.87770081,2.315,
Kepler-1927 b,73.75039673,3.406,
Kepler-1928 b,19.57783000,1.992,2.3000000
Kepler-1929 b,59.36249924,3.073,
Kepler-193 b,11.38848000,2.390,3.6180000
Kepler-193 c,50.69749400,2.750,6.1150000
Kepler-1930 b,13.02680016,1.530,
Kepler-1931 b,38.57609940,2.653,
Kepler-1932 b,0.52417702,1.515,
Kepler-1933 b,4.94329023,1.180,
Kepler-1934 b,1.41975999,0.913,
Kepler-1935 b,3.95140004,2.503,
Kepler-1936 b,126.55699920,3.166,
Kepler-1937 b,9.68859959,3.023,
Kepler-1938 b,13.06260014,1.828,
Kepler-1939 b,2.79065990,1.165,
Kepler-194 b,2.09228100,1.510,2.3510000
Kepler-194 c,17.30803200,2.590,4.9610000
Kepler-194 d,52.81497300,2.400,7.3000000
Kepler-1940 b,4.95061016,1.547,
Kepler-1941 b,31.33510017,2.650,
Kepler-1942 b,4.62604999,2.117,
Kepler-1943 b,4.85018015,1.549,
Kepler-1944 b,9.84257984,2.760,
Kepler-1945 b,6.08003998,1.289,
Kepler-1946 b,3.03519010,2.488,
Kepler-1947 b,6.96363020,1.010,
Kepler-1948 b,15.57129955,1.033,
Kepler-1949 b,2.20828009,2.220,
Kepler-195 b,8.30787200,2.030,3.1500000
Kepler-195 c,34.09686300,1.550,3.9040000
Kepler-1950 b,10.77690029,1.527,
Kepler-1951 b,20.65780067,2.321,
Kepler-1952 b,27.21080017,1.239,
Kepler-1953 b,6.24565983,1.286,
Kepler-1954 b,5.88343000,1.802,
Kepler-1955 b,14.26519966,1.167,
Kepler-1956 b,5.94371986,1.089,
Kepler-1957 b,2.18662000,0.944,
Kepler-1958 b,9.32861996,2.051,
Kepler-1959 b,6.38669014,1.143,
Kepler-196 b,20.73988600,1.900,3.0140000
Kepler-196 c,47.42773700,2.240,5.1140000
Kepler-196 d,122.08000180,2.661,
Kepler-1960 b,2.29794002,1.307,
Kepler-1961 b,5.60471010,1.619,
Kepler-1962 b,7.99145985,1.215,
Kepler-1963 b,1.96226001,0.744,
Kepler-1964 b,2.44082999,1.781,
Kepler-1965 b,41.86869812,1.354,
Kepler-1966 b,8.61742973,1.105,
Kepler-1967 b,7.28169012,0.730,
Kepler-1968 b,7.28109980,1.500,
Kepler-1969 b,6.64752007,1.682,
Kepler-197 b,5.59930800,1.020,3.6810000
Kepler-197 c,10.34969500,1.230,4.2510000
Kepler-197 d,15.67756300,1.220,5.3260000
Kepler-197 e,25.20971500,0.910,6.2980000
Kepler-1972 b,7.54425000,0.802,
Kepler-1972 c,11.32950000,0.868,
Kepler-1976 b,4.95931924,12.210,2.2273900
Kepler-1977 b,4.53702121,1.660,1.8130000
Kepler-1978 b,10.84969477,2.670,3.4740000
Kepler-1979 b,18.50845260,29.330,6.5960000
Kepler-198 b,17.79003700,2.820,4.4780000
Kepler-198 c,49.56741600,2.470,3.6680000
Kepler-198 d,1.31184443,1.530,1.7729000
Kepler-1980 b,33.02571790,2.210,6.0320000
Kepler-1981 b,453.54212000,9.230,17.0260000
Kepler-1982 b,3.82315697,0.770,2.3880000
Kepler-1983 b,7.32851947,2.330,1.2110000
Kepler-1984 b,1.99281234,6.810,2.0660000
Kepler-1985 b,3.42064689,2.270,1.7670000
Kepler-1986 b,19.54896660,1.890,1.7800000
Kepler-1987 b,2.34586300,1.230,1.6795000
Kepler-1987 c,3.64830183,1.330,1.9985000
Kepler-1987 d,5.64491415,2.660,2.2599000
Kepler-1987 e,8.74292005,1.920,2.6277000
Kepler-1988 b,11.49500229,1.530,7.6020000
Kepler-1989 b,10.16102353,4.620,3.1627000
Kepler-199 b,23.63760400,3.110,4.9540000
Kepler-199 c,67.09340800,3.250,6.9310000
Kepler-1990 b,1.73513619,3.270,2.2741000
Kepler-1990 c,4.06844957,0.980,2.8349000
Kepler-1991 b,13.26079792,1.470,3.9120000
Kepler-1991 c,22.79020351,2.570,5.0394000
Kepler-1992 b,15.61122380,0.910,3.8730000
Kepler-1993 b,26.65657370,4.150,4.9540000
Kepler-1994 b,4.61225043,0.510,2.6950000
Kepler-1995 b,73.75788750,4.280,2.6900000
Kepler-1996 b,32.37618300,2.260,4.4639000
Kepler-1996 c,92.72972480,2.810,6.8300000
Kepler-1997 b,26.75758660,2.280,5.8580000
Kepler-1998 b,3.03267135,0.600,1.7740000
Kepler-1999 b,8.73967580,3.290,3.8660000
Kepler-20 b,3.69610490,1.773,
Kepler-20 c,10.85407740,2.894,
Kepler-20 d,77.61145500,2.606,
Kepler-20 e,6.09848820,0.821,
Kepler-20 f,19.57832800,0.952,
Kepler-200 b,8.59480500,2.130,3.5340000
Kepler-200 c,10.22215700,1.590,1.1100000
Kepler-2000 b,6.38315913,2.730,1.7504000
Kepler-2000 c,20.61803480,1.570,3.2670000
Kepler-2001 b,1.09001100,1.040,1.5000000
Kepler-2001 c,14.09258319,1.820,4.1536000
Kepler-201 b,25.67208300,2.460,5.6270000
Kepler-201 c,151.88405800,2.850,12.9900000
Kepler-202 b,4.06942700,1.630,2.0670000
Kepler-202 c,16.28249300,1.850,2.8530000
Kepler-203 b,3.16269700,2.570,1.9000000
Kepler-203 c,5.37064700,2.470,2.0140000
Kepler-203 d,11.32972000,1.440,3.9920000
Kepler-204 b,14.40097400,2.530,3.9060000
Kepler-204 c,25.66059300,1.790,4.3830000
Kepler-205 b,2.75564000,1.510,1.9480000
Kepler-205 c,20.30654600,1.640,2.8730000
Kepler-206 b,7.78198700,1.200,3.6440000
Kepler-206 c,13.13747100,1.770,4.7680000
Kepler-206 d,23.44281000,1.190,5.3890000
Kepler-207 b,1.61186500,1.570,2.9990000
Kepler-207 c,3.07157100,1.500,4.0770000
Kepler-207 d,5.86807500,3.310,3.9700000
Kepler-208 b,4.22864000,1.630,3.3080000
Kepler-208 c,7.46662300,1.390,3.8820000
Kepler-208 d,11.13178600,1.200,4.1180000
Kepler-208 e,16.25945800,1.480,4.0380000
Kepler-209 b,16.08784500,2.260,2.8780000
Kepler-209 c,41.74988200,3.100,5.6300000
Kepler-21 b,2.78582120,1.639,
Kepler-210 b,2.45323400,2.940,1.7460000
Kepler-210 c,7.97251300,3.620,2.9020000
Kepler-211 b,4.13857500,1.260,2.2260000
Kepler-211 c,6.04045000,1.290,2.0530000
Kepler-212 b,16.25758200,1.090,6.5960000
Kepler-212 c,31.80517400,2.740,8.3160000
Kepler-213 b,2.46236000,1.620,1.7680000
Kepler-213 c,4.82296200,2.340,0.8280000
Kepler-214 b,15.66054400,2.610,7.0060000
Kepler-214 c,28.77980000,2.130,7.8030000
Kepler-215 b,9.36067200,1.620,3.0350000
Kepler-215 c,14.66710800,1.770,3.8550000
Kepler-215 d,30.86442300,2.390,2.7190000
Kepler-215 e,68.16101000,1.750,5.6540000
Kepler-216 b,7.69364100,2.350,5.0500000
Kepler-216 c,17.40666900,3.040,6.8690000
Kepler-217 b,5.37494300,2.230,4.0110000
Kepler-217 c,8.58600400,1.850,3.3560000
Kepler-217 d,3.88689525,1.320,3.6580000
Kepler-218 b,3.61933700,1.480,3.0140000
Kepler-218 c,44.69957600,3.140,6.2710000
Kepler-218 d,124.52446470,2.660,9.5980000
Kepler-219 b,4.58551200,2.950,3.2720000
Kepler-219 c,22.71461300,3.580,5.8080000
Kepler-219 d,47.90364500,2.810,5.7190000
Kepler-22 b,289.86387600,2.100,
Kepler-220 b,4.15980700,0.810,1.6260000
Kepler-220 c,9.03419900,1.570,1.4860000
Kepler-220 d,28.12239700,0.980,4.1030000
Kepler-220 e,45.90273300,1.330,5.0880000
Kepler-221 b,2.79590600,1.710,2.0640000
Kepler-221 c,5.69058600,2.930,2.5220000
Kepler-221 d,10.04156000,2.730,2.5300000
Kepler-221 e,18.36991700,2.630,2.2450000
Kepler-222 b,3.93698100,3.160,1.8280000
Kepler-222 c,10.08881000,4.640,1.7140000
Kepler-222 d,28.08191200,3.690,4.5410000
Kepler-223 b,7.38449000,2.990,
Kepler-223 c,9.84564000,3.440,
Kepler-223 d,14.78869000,5.240,
Kepler-223 e,19.72567000,4.600,
Kepler-224 b,3.13292400,1.390,2.0340000
Kepler-224 c,5.92500300,3.120,2.8430000
Kepler-224 d,11.34939300,2.300,3.1140000
Kepler-224 e,18.64357700,1.970,1.8460000
Kepler-225 b,6.73897500,1.200,3.0180000
Kepler-225 c,18.79423400,1.840,3.2790000
Kepler-226 b,3.94099700,1.550,2.5960000
Kepler-226 c,5.34955500,2.270,3.0510000
Kepler-226 d,8.10904400,1.220,3.6980000
Kepler-227 b,9.48801500,3.110,3.1130000
Kepler-227 c,54.41869400,3.040,4.5110000
Kepler-228 b,2.56654600,1.530,2.3270000
Kepler-228 c,4.13444400,2.700,3.1230000
Kepler-228 d,11.09428600,4.040,4.5910000
Kepler-229 b,6.25297200,2.200,2.6400000
Kepler-229 c,16.06863800,4.920,3.5460000
Kepler-229 d,41.19491200,3.850,5.0200000
Kepler-23 b,7.10000000,1.638,
Kepler-23 c,10.74000000,3.005,
Kepler-23 d,15.27000000,2.206,
Kepler-230 b,32.62555500,4.260,5.7830000
Kepler-230 c,91.77324200,2.040,6.0340000
Kepler-231 b,10.06527500,1.730,1.4400000
Kepler-231 c,19.27156600,1.930,3.2090000
Kepler-232 b,4.43122200,3.080,3.1720000
Kepler-232 c,11.37934900,3.830,2.6120000
Kepler-233 b,8.47238200,2.430,2.6970000
Kepler-233 c,60.41895500,2.710,5.6190000
