# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:20:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_rade,pl_masse,pl_eqt,sy_dist
Kepler-900 b,Kepler-900,1,1,0,Transit,6.99130860,2.080,,,487.5250000
Kepler-901 b,Kepler-901,1,1,0,Transit,3.51749439,1.370,,,253.8670000
Kepler-902 b,Kepler-902,1,1,0,Transit,40.10995470,2.540,,,1165.3400000
Kepler-903 b,Kepler-903,1,2,0,Transit,10.35077210,2.010,,,1369.2400000
Kepler-903 c,Kepler-903,1,2,0,Transit,62.92285570,2.530,,,1369.2400000
Kepler-904 b,Kepler-904,1,1,0,Transit,3.02166863,1.770,,,978.1250000
Kepler-905 b,Kepler-905,1,1,0,Transit,5.08274652,1.410,,,529.2680000
Kepler-906 b,Kepler-906,1,1,0,Transit,41.69799760,2.110,,,757.7910000
Kepler-907 b,Kepler-907,1,1,0,Transit,15.86621821,1.200,,,
Kepler-908 b,Kepler-908,3,1,0,Transit,1.34059747,1.220,,,290.8430000
Kepler-909 b,Kepler-909,1,1,0,Transit,13.93290318,1.470,,,309.5960000
Kepler-91 b,Kepler-91,1,1,0,Transit,6.24658000,15.323,257.44230,2040,1294.6900000
Kepler-910 b,Kepler-910,1,1,0,Transit,2.36436901,0.820,,,400.2890000
Kepler-911 b,Kepler-911,1,1,0,Transit,20.31050100,2.600,,,556.1680000
Kepler-912 b,Kepler-912,1,1,0,Transit,2.53475627,2.800,,,2004.7200000
Kepler-913 b,Kepler-913,1,2,0,Transit,10.29672521,2.060,,,991.6180000
Kepler-913 c,Kepler-913,1,2,0,Transit,5.93911982,3.858,,,991.6180000
Kepler-914 b,Kepler-914,1,1,0,Transit,4.40966548,1.380,,,753.7230000
Kepler-915 b,Kepler-915,1,1,0,Transit,4.59489604,1.500,,,849.0360000
Kepler-916 b,Kepler-916,1,1,0,Transit,32.29687980,1.760,,,830.7120000
Kepler-917 b,Kepler-917,1,1,0,Transit,2.97041437,1.910,,,3460.5100000
Kepler-918 b,Kepler-918,1,1,0,Transit,4.85386933,1.740,,,1025.0300000
Kepler-919 b,Kepler-919,1,1,0,Transit,11.04603384,2.250,,,1119.8700000
Kepler-92 b,Kepler-92,1,3,0,Transit,13.74900000,3.510,64.30000,,477.9920000
Kepler-92 c,Kepler-92,1,3,0,Transit,26.72300000,2.600,6.10000,,477.9920000
Kepler-92 d,Kepler-92,1,3,0,Transit,49.35680000,2.067,,,477.9920000
Kepler-920 b,Kepler-920,1,2,0,Transit,6.53192704,2.420,,,1001.6800000
Kepler-920 c,Kepler-920,1,2,0,Transit,100.82741130,3.800,,,1001.6800000
Kepler-921 b,Kepler-921,1,1,0,Transit,51.30063400,2.870,,,934.4900000
Kepler-922 b,Kepler-922,1,1,0,Transit,0.93846683,1.420,,,536.3230000
Kepler-923 b,Kepler-923,1,1,0,Transit,6.93366476,1.380,,,1000.2800000
Kepler-924 b,Kepler-924,1,1,0,Transit,61.03701170,3.070,,,1053.0400000
Kepler-925 b,Kepler-925,1,1,0,Transit,33.86785310,2.340,,,611.1150000
Kepler-926 b,Kepler-926,1,1,0,Transit,52.06886010,2.310,,,921.3610000
Kepler-927 b,Kepler-927,1,1,0,Transit,9.11499030,1.720,,,831.6850000
Kepler-928 b,Kepler-928,1,1,0,Transit,3.93246130,1.590,,,508.8090000
Kepler-929 b,Kepler-929,1,1,0,Transit,0.92103214,1.110,,,1311.2300000
Kepler-93 b,Kepler-93,1,2,0,Transit,4.72673978,1.478,4.66000,1133,95.9115000
Kepler-93 c,Kepler-93,1,2,0,Radial Velocity,1460.00000000,,954.00000,,95.9115000
Kepler-930 b,Kepler-930,1,1,0,Transit,71.45177750,2.130,,,848.3960000
Kepler-931 b,Kepler-931,1,1,0,Transit,8.03755877,1.330,,,
Kepler-932 b,Kepler-932,1,1,0,Transit,1.92143740,1.370,,,465.6120000
Kepler-933 b,Kepler-933,1,1,0,Transit,14.20443009,2.460,,,1017.2000000
Kepler-934 b,Kepler-934,1,1,0,Transit,55.67383090,2.090,,,608.7380000
Kepler-935 b,Kepler-935,1,1,0,Transit,4.88083852,1.350,,,471.7820000
Kepler-936 b,Kepler-936,1,1,0,Transit,10.56134221,1.450,,,823.3990000
Kepler-937 b,Kepler-937,1,2,0,Transit,67.66882700,3.720,,,1571.4600000
Kepler-937 c,Kepler-937,1,2,0,Transit,153.34336400,2.670,,,1571.4600000
Kepler-938 b,Kepler-938,1,1,0,Transit,52.62984170,2.220,,,1182.0500000
Kepler-939 b,Kepler-939,1,1,0,Transit,14.87829600,1.750,,,2093.6200000
Kepler-94 b,Kepler-94,1,2,0,Transit,2.50806000,3.510,10.84000,,191.9040000
Kepler-94 c,Kepler-94,1,2,0,Radial Velocity,820.30000000,,3126.00000,,191.9040000
Kepler-940 b,Kepler-940,1,1,0,Transit,59.62252570,3.340,,,1260.7800000
Kepler-941 b,Kepler-941,1,1,0,Transit,17.42395198,3.080,,,1088.3600000
Kepler-942 b,Kepler-942,1,1,0,Transit,44.96417488,2.130,,,216.3540000
Kepler-943 b,Kepler-943,1,1,0,Transit,49.77014380,5.930,,,2300.5300000
Kepler-944 b,Kepler-944,1,1,0,Transit,43.31677370,2.630,,,1349.4300000
Kepler-945 b,Kepler-945,1,1,0,Transit,31.00338140,2.630,,,1651.2500000
Kepler-946 b,Kepler-946,1,1,0,Transit,11.79162572,1.930,,,1137.2900000
Kepler-947 b,Kepler-947,1,1,0,Transit,26.96443170,2.280,,,1730.7800000
Kepler-948 b,Kepler-948,1,1,0,Transit,7.76846622,1.850,,,868.0170000
Kepler-949 b,Kepler-949,1,2,0,Transit,8.68930730,2.910,,,486.1050000
Kepler-949 c,Kepler-949,1,2,0,Transit,20.99757968,2.970,,582,486.1050000
Kepler-95 b,Kepler-95,1,1,0,Transit,11.52310000,3.420,13.00000,,445.6560000
Kepler-950 b,Kepler-950,1,1,0,Transit,98.71804060,8.980,,,2161.6000000
Kepler-951 b,Kepler-951,2,1,0,Transit,71.52530845,5.590,,,382.5090000
Kepler-952 b,Kepler-952,1,1,0,Transit,130.35469190,7.650,,,1304.2500000
Kepler-953 b,Kepler-953,1,2,0,Transit,88.40655258,4.210,,,258.8930000
Kepler-953 c,Kepler-953,1,2,0,Transit,9.10967112,1.190,,,258.8930000
Kepler-954 b,Kepler-954,1,1,0,Transit,16.78176602,2.320,,,215.8140000
Kepler-955 b,Kepler-955,1,1,0,Transit,14.53244172,3.130,,,550.3830000
Kepler-956 b,Kepler-956,1,1,0,Transit,5.24867263,3.000,,,544.9390000
Kepler-957 b,Kepler-957,1,1,0,Transit,5.90741354,5.500,,,824.6880000
Kepler-958 b,Kepler-958,1,1,0,Transit,9.76788050,2.060,,,449.7730000
Kepler-959 b,Kepler-959,1,1,0,Transit,14.80074836,4.380,,,807.7290000
Kepler-96 b,Kepler-96,1,1,0,Transit,16.23850000,2.670,8.46000,,122.8810000
Kepler-960 b,Kepler-960,1,1,0,Transit,3.12686223,2.290,,,284.9160000
Kepler-961 b,Kepler-961,1,1,0,Transit,16.87727414,2.550,,,574.3140000
Kepler-962 b,Kepler-962,1,1,0,Transit,12.05707239,1.970,,,411.4860000
Kepler-963 b,Kepler-963,1,1,0,Transit,9.97683705,2.660,,,771.4940000
Kepler-964 b,Kepler-964,1,1,0,Transit,13.52251060,2.120,,,454.6260000
Kepler-965 b,Kepler-965,1,1,0,Transit,134.25272980,3.380,,,582.8280000
Kepler-966 b,Kepler-966,1,1,0,Transit,99.74762200,4.130,,,1027.8000000
Kepler-967 b,Kepler-967,1,2,0,Transit,13.22713379,2.350,,,568.5460000
Kepler-967 c,Kepler-967,1,2,0,Transit,198.71125020,3.650,,,568.5460000
Kepler-968 b,Kepler-968,1,3,0,Transit,3.69298373,2.000,,,290.3240000
Kepler-968 c,Kepler-968,1,3,0,Transit,5.70940492,1.690,,,290.3240000
Kepler-969 b,Kepler-969,1,2,0,Transit,34.17317140,2.070,,,390.3540000
Kepler-969 c,Kepler-969,1,2,0,Transit,1.68293460,0.990,,,390.3540000
Kepler-97 b,Kepler-97,1,2,0,Transit,2.58664000,1.480,3.51000,,400.9070000
Kepler-97 c,Kepler-97,1,2,0,Radial Velocity,789.00000000,,344.00000,,400.9070000
Kepler-970 b,Kepler-970,2,1,0,Transit,16.73652500,2.609,,,331.5450000
Kepler-971 b,Kepler-971,1,1,0,Transit,9.59070716,2.130,,,338.5220000
Kepler-972 b,Kepler-972,1,1,0,Transit,7.03932553,4.650,,,1198.0300000
Kepler-973 b,Kepler-973,1,1,0,Transit,49.60773310,1.960,,,328.5200000
Kepler-974 b,Kepler-974,1,1,0,Transit,4.19449651,1.570,,,134.3110000
Kepler-975 b,Kepler-975,1,2,0,Transit,1.97034246,1.480,,,426.0880000
Kepler-975 c,Kepler-975,1,2,0,Transit,5.05821338,10.690,,1168,426.0880000
Kepler-976 b,Kepler-976,1,1,0,Transit,105.95641480,3.960,,,1012.4100000
Kepler-977 b,Kepler-977,1,1,0,Transit,26.85328322,2.620,,,568.7510000
Kepler-978 b,Kepler-978,1,1,0,Transit,49.62215090,2.990,,,682.5220000
Kepler-979 b,Kepler-979,1,1,0,Transit,8.08801350,2.720,,,576.5030000
Kepler-98 b,Kepler-98,1,1,0,Transit,1.54168000,1.990,3.55000,,350.3150000
Kepler-980 b,Kepler-980,1,1,0,Transit,11.55102504,2.670,,,961.4680000
Kepler-981 b,Kepler-981,1,1,0,Transit,4.46975774,2.310,,,878.0820000
Kepler-982 b,Kepler-982,1,1,0,Transit,15.77382210,2.250,,,801.4790000
Kepler-983 b,Kepler-983,1,1,0,Transit,60.08550820,2.360,,,714.4370000
Kepler-984 b,Kepler-984,1,1,0,Transit,43.03422720,2.120,,,460.1880000
Kepler-985 b,Kepler-985,1,1,0,Transit,116.33190100,2.980,,,679.3610000
Kepler-986 b,Kepler-986,1,1,0,Transit,56.43499380,2.360,,,548.3640000
Kepler-987 b,Kepler-987,1,1,0,Transit,105.30331480,3.260,,,914.1260000
Kepler-988 b,Kepler-988,1,1,0,Transit,17.76080053,2.070,,,304.8890000
Kepler-989 b,Kepler-989,1,1,0,Transit,7.96431535,2.210,,,491.9780000
Kepler-99 b,Kepler-99,2,1,0,Transit,4.60358000,1.480,6.15000,,208.3690000
Kepler-990 b,Kepler-990,1,2,0,Transit,9.91723428,2.600,,,802.1630000
Kepler-990 c,Kepler-990,1,2,0,Transit,0.53835431,1.530,,,802.1630000
Kepler-991 b,Kepler-991,1,1,0,Transit,82.53425190,2.540,,,389.5610000
Kepler-992 b,Kepler-992,1,1,0,Transit,20.16034462,1.620,,,259.6390000
Kepler-993 b,Kepler-993,1,1,0,Transit,22.08557563,2.970,,,324.4230000
Kepler-994 b,Kepler-994,1,1,0,Transit,1.15116651,1.600,,,188.1580000
Kepler-995 b,Kepler-995,1,1,0,Transit,28.26731672,2.700,,,609.6380000
Kepler-996 b,Kepler-996,1,1,0,Transit,3.77059058,1.980,,,1216.5800000
Kepler-997 b,Kepler-997,1,1,0,Transit,2.70730672,1.360,,,467.5680000
Kepler-998 b,Kepler-998,1,1,0,Transit,5.65377733,2.320,,,986.3640000
Kepler-999 b,Kepler-999,1,1,0,Transit,5.99185702,2.340,,,545.0630000
L 168-9 b,L 168-9,1,1,0,Transit,1.40152604,1.630,4.07000,998,25.1496000
L 363-38 b,L 363-38,1,1,0,Radial Velocity,8.78100000,,,330,10.2295000
L 98-59 b,L 98-59,1,4,0,Transit,2.25311360,0.850,0.40000,627,10.6194000
L 98-59 c,L 98-59,1,4,0,Transit,3.69067770,1.385,2.22000,553,10.6194000
L 98-59 d,L 98-59,1,4,0,Transit,7.45072450,1.521,1.94000,416,10.6194000
L 98-59 e,L 98-59,1,4,0,Radial Velocity,12.79600000,,,342,10.6194000
LHS 1140 b,LHS 1140,1,2,0,Transit,24.73723000,1.730,5.60000,226,14.9861000
LHS 1140 c,LHS 1140,1,2,0,Transit,3.77794000,1.272,1.91000,422,14.9861000
LHS 1478 b,LHS 1478,1,1,0,Transit,1.94953780,1.242,2.33000,595,18.2276000
LHS 1678 b,LHS 1678,2,3,0,Transit,0.86023250,0.685,,,19.8782000
LHS 1678 c,LHS 1678,2,3,0,Transit,3.69428400,0.941,,,19.8782000
LHS 1678 d,LHS 1678,2,3,0,Transit,4.96522290,0.981,,,19.8782000
LHS 1815 b,LHS 1815,1,1,0,Transit,3.81433400,1.088,1.58000,,29.8424000
LHS 3154 b,LHS 3154,1,1,0,Radial Velocity,3.71778000,,,,15.7606000
LHS 3844 b,LHS 3844,1,1,0,Transit,0.46292913,1.303,,805,14.8846000
LHS 475 b,LHS 475,1,1,0,Transit,2.02908800,0.991,,586,12.4814000
LP 714-47 b,LP 714-47,1,1,0,Transit,4.05203700,4.700,30.80000,700,52.6160000
LP 791-18 b,LP 791-18,1,3,0,Transit,0.94799810,1.212,,564,26.4927000
LP 791-18 c,LP 791-18,1,3,0,Transit,4.98990930,2.438,7.10000,324,26.4927000
LP 791-18 d,LP 791-18,1,3,0,Transit,2.75343600,1.032,0.90000,396,26.4927000
LP 890-9 b,LP 890-9,1,2,0,Transit,2.72990250,1.320,13.20000,396,32.4298000
LP 890-9 c,LP 890-9,1,2,0,Transit,8.45746300,1.367,25.30000,272,32.4298000
LSPM J2116+0234 b,LSPM J2116+0234,1,1,0,Radial Velocity,14.43990000,,,,17.6297000
LTT 1445 A b,LTT 1445 A,3,2,0,Transit,5.35876000,1.180,,555,6.8692900
LTT 1445 A c,LTT 1445 A,3,2,0,Transit,3.12390350,1.147,1.54000,508,6.8692900
LTT 3780 b,LTT 3780,2,2,0,Transit,0.76837931,1.325,2.46000,903,21.9814000
LTT 3780 c,LTT 3780,2,2,0,Transit,12.25228400,2.390,8.04000,359,21.9814000
LTT 9779 b,LTT 9779,1,1,0,Transit,0.79205200,4.720,29.32000,1978,80.4373000
Luhman 16 b,Luhman 16 A,1,1,0,Imaging,9697.00000000,,9344.15517,,
Lupus-TR-3 b,Lupus-TR-3,1,1,0,Transit,3.91405000,9.976,257.43100,,773.4090000
M62H b,M62H,1,1,0,Pulsar Timing,0.13293503,,785.03617,,
MASCARA-1 b,MASCARA-1,1,1,0,Transit,2.14877381,17.901,,2594,182.2730000
MASCARA-4 b,MASCARA-4,2,1,0,Transit,2.82406000,17.150,985.27300,2100,170.6960000
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,0,Microlensing,,,3.30000,,1000.0000000
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,0,Microlensing,,,540.30829,,6890.0000000
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,0,Microlensing,,,23.40000,,7700.0000000
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,0,Microlensing,,,1300.00000,,3300.0000000
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,0,Microlensing,2800.00000000,,10.40000,,3040.0000000
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,0,Microlensing,,,67.30000,,7050.0000000
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,0,Microlensing,1980.00000000,,830.00000,,5690.0000000
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,0,Microlensing,,,3500.00000,,2800.0000000
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,0,Microlensing,,,170.00000,,3500.0000000
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,0,Microlensing,,,9.20000,,810.0000000
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,0,Microlensing,,,86.00000,,6430.0000000
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,0,Microlensing,,,480.00000,,2300.0000000
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,0,Microlensing,,,30.00000,,7380.0000000
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,0,Microlensing,,,17.00000,,7200.0000000
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,0,Microlensing,,,18.00000,,4400.0000000
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,0,Microlensing,,,1500.00000,,7720.0000000
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,0,Microlensing,,,3690.00000,,7560.0000000
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,0,Microlensing,,,2700.00000,,5300.0000000
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,0,Microlensing,,,6.70000,,7210.0000000
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,0,Microlensing,,,871.00000,,6720.0000000
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,0,Microlensing,,,3.24000,,850.0000000
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,0,Microlensing,,,33.70000,,7100.0000000
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,0,Microlensing,,,890.00000,,6500.0000000
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,0,Microlensing,,,200.00000,,6800.0000000
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,1,0,Microlensing,,,5720.91133,,2700.0000000
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,1,1,0,Microlensing,,,11.30000,,7900.0000000
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,1,1,0,Microlensing,,,46.00000,,7490.0000000
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1,1,0,Microlensing,,,4.83000,,2000.0000000
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,1,1,0,Microlensing,,,127.13136,,6530.0000000
MOA-bin-1L b,MOA-bin-1L,1,1,0,Microlensing,,,1200.00000,,5100.0000000
MOA-bin-29 b,MOA-bin-29,1,1,0,Microlensing,,,190.00000,,7120.0000000
MWC 758 c,MWC 758,1,1,0,Imaging,,,,500,159.5370000
MXB 1658-298 b,MXB 1658-298,2,1,0,Eclipse Timing Variations,760.00000000,,7532.57100,,
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1,1,0,Radial Velocity,77.48000000,,,683,852.7930000
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,0,Radial Velocity,121.71000000,,,,817.1920000
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,0,Radial Velocity,511.21000000,,,,821.9180000
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,0,Radial Velocity,6.95900000,,,,872.9200000
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,0,Radial Velocity,5.11800000,,,,914.2210000
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,0,Radial Velocity,4.08700000,,,,830.8220000
NGTS-1 b,NGTS-1,1,1,0,Transit,2.64729800,14.908,258.07796,790,218.1210000
NGTS-10 b,NGTS-10,1,1,0,Transit,0.76689440,13.507,687.14846,1332,
NGTS-11 b,NGTS-11,1,1,0,Transit,35.45533000,9.158,109.33352,435,190.4220000
NGTS-12 b,NGTS-12,1,1,0,Transit,7.53280600,11.747,66.10864,1257,446.4420000
NGTS-13 b,NGTS-13,1,1,0,Transit,4.11902700,12.801,1538.29720,1605,647.5950000
NGTS-14 A b,NGTS-14 A,2,1,0,Transit,3.53571730,4.977,29.24036,1143,322.1480000
NGTS-15 b,NGTS-15,1,1,0,Transit,3.27623000,12.330,238.68913,1146,786.4850000
NGTS-16 b,NGTS-16,1,1,0,Transit,4.84532000,14.572,211.99155,1177,898.1680000
NGTS-17 b,NGTS-17,1,1,0,Transit,3.24253000,13.899,242.82090,1457,1040.2800000
NGTS-18 b,NGTS-18,1,1,0,Transit,3.05125000,13.563,129.99182,1381,1096.1900000
NGTS-2 b,NGTS-2,1,1,0,Transit,4.51116400,17.878,235.19420,1468,356.3910000
NGTS-20 b,NGTS-20,1,1,0,Transit,54.18915000,11.994,947.12865,688,382.8980000
NGTS-21 b,NGTS-21,1,1,0,Transit,1.54338970,14.908,750.07504,1357,592.8910000
NGTS-23 b,NGTS-23,1,1,0,Transit,4.07643260,14.202,194.82881,1327,1074.9500000
NGTS-24 b,NGTS-24,1,1,0,Transit,3.46787960,13.608,165.27077,1499,683.0620000
NGTS-25 b,NGTS-25,1,1,0,Transit,2.82309300,11.467,203.09235,1101,521.2330000
NGTS-26 b,NGTS-26,1,1,0,Transit,4.51992790,14.886,92.80589,1331,1093.6900000
NGTS-27 b,NGTS-27,1,1,0,Transit,3.37041810,15.648,188.47225,1783,942.1220000
NGTS-3 A b,NGTS-3 A,2,1,0,Transit,1.67537280,16.589,756.43540,,743.9720000
NGTS-30 b,NGTS-30,1,1,0,Transit,98.29838000,10.402,305.11527,500,238.3770000
NGTS-4 b,NGTS-4,1,1,0,Transit,1.33735080,3.180,20.60000,1650,280.5550000
NGTS-5 b,NGTS-5,1,1,0,Transit,3.35698660,12.733,72.78307,952,306.7790000
NGTS-6 b,NGTS-6,1,1,0,Transit,0.88205900,14.863,425.57437,1284,308.2620000
NGTS-8 b,NGTS-8,1,1,0,Transit,2.49970000,12.218,295.58190,1345,428.9760000
NGTS-9 b,NGTS-9,1,1,0,Transit,4.43527000,11.994,921.70700,1448,609.1280000
NN Ser c,NN Ser,2,2,0,Eclipse Timing Variations,5573.55000000,,2329.60000,,515.8180000
NN Ser d,NN Ser,2,2,0,Eclipse Timing Variations,2883.50000000,,731.00000,,515.8180000
NSVS 14256825 b,NSVS 14256825,2,1,0,Eclipse Timing Variations,3225.00000000,,,,820.8770000
NY Vir b,NY Vir,2,2,0,Eclipse Timing Variations,3160.00000000,,,,544.0240000
NY Vir c,NY Vir,2,2,0,Eclipse Timing Variations,8799.00000000,,,,544.0240000
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,0,Microlensing,,,830.00000,,5800.0000000
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,0,Microlensing,,,1200.00000,55,3200.0000000
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,0,Microlensing,,,14.10000,,4100.0000000
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,0,Microlensing,3285.00000000,,5.50000,50,6600.0000000
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,0,Microlensing,1788.50000000,,231.00000,,1510.0000000
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,0,Microlensing,4927.50000000,,86.00000,,1510.0000000
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2,1,0,Microlensing,,,144.00000,,4000.0000000
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,0,Microlensing,2557.00000000,,80.00000,,2760.0000000
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,0,Microlensing,,,20.00000,,5900.0000000
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,0,Microlensing,,,57.00000,,8100.0000000
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,0,Microlensing,,,1500.00000,,6800.0000000
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,0,Microlensing,,,60.00000,,6100.0000000
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,0,Microlensing,,,170.00000,,2570.0000000
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,0,Microlensing,,,280.00000,,4380.0000000
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,0,Microlensing,,,46.10000,,4019.0000000
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,0,Microlensing,,,270.00000,,4019.0000000
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,0,Microlensing,,,588.00000,,1760.0000000
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,0,Microlensing,,,868.00000,,4970.0000000
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,0,Microlensing,,,120.00000,,1300.0000000
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,0,Microlensing,,,150.00000,,6700.0000000
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,0,Microlensing,,,53.10000,,6320.0000000
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,0,Microlensing,,,35.00000,,2600.0000000
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,0,Microlensing,,,4100.00000,,3040.0000000
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,0,Microlensing,,,92.00000,,3900.0000000
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,0,Microlensing,,,1.66000,,911.0000000
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,0,Microlensing,,,3020.00000,,3220.0000000
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,0,Microlensing,,,200.00000,,6300.0000000
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,0,Microlensing,,,860.00000,,6900.0000000
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,0,Microlensing,,,206.58846,,3500.0000000
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1,1,0,Microlensing,,,1382.55357,,3680.0000000
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,1,0,Microlensing,,,181.16219,,7730.0000000
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,0,Microlensing,,,1169.60854,,2670.0000000
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,0,Microlensing,,,55.30000,,6400.0000000
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,0,Microlensing,,,83.70000,,6400.0000000
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,0,Microlensing,,,180.00000,,6860.0000000
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,0,Microlensing,,,230.00000,,8200.0000000
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,0,Microlensing,,,1100.00000,,1200.0000000
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,0,Microlensing,,,21.00000,,3300.0000000
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,0,Microlensing,,,807.00000,,4230.0000000
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,0,Microlensing,,,17.90000,,6700.0000000
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,0,Microlensing,,,138.00000,,7070.0000000
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,0,Microlensing,,,1300.00000,,6500.0000000
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,0,Microlensing,,,1330.00000,,3410.0000000
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,0,Microlensing,,,140.00000,,3730.0000000
