# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 09:27:22 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
#
pl_name	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	pl_rade	pl_radeerr1	pl_radeerr2	pl_radelim	pl_trandur	pl_trandurerr1	pl_trandurerr2	pl_trandurlim
Kepler-94 b	2.50805735	0.00000036	-0.00000036	0	3.040	0.050	-0.150	0	1.0724000	0.0145000	-0.0145000	0
Kepler-94 b	2.50805735	0.00000036	-0.00000036	0	2.490	0.330	-0.320	0	1.0724000	0.0145000	-0.0145000	0
Kepler-94 b	2.50805735	0.00000036	-0.00000036	0	2.490	0.330	-0.320	0	1.0724000	0.0145000	-0.0145000	0
Kepler-94 b	2.50808155	0.00001553	-0.00001553	0	2.616	3.712	-3.712	0	1.1724398	0.3574079	-0.3574079	0
Kepler-94 b	2.50805750	0.00000038	-0.00000038	0	3.250	0.160	-0.120	0	1.1134000	0.0167000	-0.0167000	0
Kepler-94 b	2.50805735			0	3.045	0.115	-0.115	0				
Kepler-94 b	2.50805858	0.00000020	-0.00000020	0								
Kepler-94 b					3.186	0.136	-0.248	0				
Kepler-94 b	2.50806000			0	3.510	0.150	-0.150	0				
Kepler-94 b	2.50805850	0.00000160	-0.00000160	0	3.360	0.260	-0.260	0	1.1419000			0
Kepler-94 b	2.50805761	0.00000013	-0.00000013	0					1.4132000			0
Kepler-94 b	2.50805735	0.00000036	-0.00000036	0	2.490	0.330	-0.320	0	1.0724000	0.0145000	-0.0145000	0
Kepler-94 b	2.50805750	0.00000038	-0.00000038	0				0				0
Kepler-940 b	59.62252570	0.00030150	-0.00030150	0	3.440	1.010	-0.330	0	6.4250000	0.1470000	-0.1470000	0
Kepler-940 b	59.62252570	0.00030150	-0.00030150	0	3.440	1.010	-0.330	0	6.4250000	0.1470000	-0.1470000	0
Kepler-940 b	59.62217000	0.00084000	-0.00084000	0	3.500	1.100	-1.100	0	6.5098000			0
Kepler-940 b	59.62252570	0.00030150	-0.00030150	0	3.340	0.710	-0.310	0	6.4250000	0.1470000	-0.1470000	0
Kepler-940 b	59.62252570	0.00030150	-0.00030150	0	3.440	1.010	-0.330	0	6.4250000	0.1470000	-0.1470000	0
Kepler-940 b					3.223	0.379	-0.512	0				
Kepler-940 b	59.62226270	0.00030770	-0.00030770	0				0				0
Kepler-940 b	59.62226270	0.00030770	-0.00030770	0	3.630	0.970	-0.410	0	6.8880000	0.1590000	-0.1590000	0
Kepler-940 b	59.62244932	0.00000360	-0.00000360	0					6.4953000			0
Kepler-940 b	59.62209462	0.00029074	-0.00029074	0								
Kepler-941 b	17.42393582	0.00009280	-0.00009280	0	3.290	1.040	-0.410	0	4.9290000	0.1440000	-0.1440000	0
Kepler-941 b	17.42395198	0.00008300	-0.00008300	0	3.080	0.350	-0.610	0	4.8730000	0.1850000	-0.1850000	0
Kepler-941 b	17.42395198	0.00008300	-0.00008300	0	3.490	1.380	-0.380	0	4.8730000	0.1850000	-0.1850000	0
Kepler-941 b	17.42395198	0.00008300	-0.00008300	0	3.490	1.380	-0.380	0	4.8730000	0.1850000	-0.1850000	0
Kepler-941 b	17.42396691	0.00000519	-0.00000519	0					4.5105000			0
Kepler-941 b	17.42395198	0.00008300	-0.00008300	0	3.490	1.380	-0.380	0	4.8730000	0.1850000	-0.1850000	0
Kepler-941 b	17.42459000	0.00035000	-0.00035000	0	3.400	1.000	-1.000	0	4.4080000			0
Kepler-941 b					2.813	0.242	-0.532	0				
Kepler-941 b	17.42393582	0.00009280	-0.00009280	0				0				0
Kepler-941 b	17.42392898	0.00007614	-0.00007614	0								
Kepler-942 b	44.96417488	0.00006962	-0.00006962	0	2.130	0.230	-0.080	0	5.0412000	0.0503000	-0.0503000	0
Kepler-942 b					2.062	0.118	-0.098	0				
Kepler-942 b	44.96417488	0.00006962	-0.00006962	0	2.020	0.120	-0.070	0	5.0412000	0.0503000	-0.0503000	0
Kepler-942 b	44.96417488	0.00006962	-0.00006962	0	2.020	0.120	-0.070	0	5.0412000	0.0503000	-0.0503000	0
Kepler-942 b	44.96407458	0.00007489	-0.00007489	0	2.000	0.140	-0.070	0	4.9810000	0.0542000	-0.0542000	0
Kepler-942 b	44.96417488	0.00006962	-0.00006962	0	2.020	0.120	-0.070	0	5.0412000	0.0503000	-0.0503000	0
Kepler-942 b	44.96393000	0.00021000	-0.00021000	0	1.840	0.170	-0.170	0	4.9833000			0
Kepler-942 b	44.96412540	0.00000186	-0.00000186	0					5.3947000			0
Kepler-942 b	44.96407458	0.00007489	-0.00007489	0				0				0
Kepler-943 b	49.77001616	0.00000311	-0.00000311	0					9.8536000			0
Kepler-943 b	49.77009070	0.00010680	-0.00010680	0	5.120	1.240	-0.410	0	10.0650000	0.1840000	-0.1840000	0
Kepler-943 b	49.77014380	0.00011720	-0.00011720	0	5.360	2.080	-0.420	0	10.0850000	0.1840000	-0.1840000	0
Kepler-943 b	49.77014380	0.00011720	-0.00011720	0	5.360	2.080	-0.420	0	10.0850000	0.1840000	-0.1840000	0
Kepler-943 b	49.76999000	0.00037000	-0.00037000	0	5.800	1.900	-1.900	0	10.4799000			0
Kepler-943 b	49.77014380	0.00011720	-0.00011720	0	5.360	2.080	-0.420	0	10.0850000	0.1840000	-0.1840000	0
Kepler-943 b	49.76903547	0.00001116	-0.00001116	0								
Kepler-943 b	49.77009070	0.00010680	-0.00010680	0				0				0
Kepler-943 b	49.77014380	0.00011720	-0.00011720	0	5.930	0.790	-0.530	0	10.0850000	0.1840000	-0.1840000	0
Kepler-943 b					10.806	1.167	-1.163	0				
Kepler-944 b	43.31674270	0.00023560	-0.00023560	0	2.420	0.530	-0.190	0	4.9950000	0.1370000	-0.1370000	0
Kepler-944 b	43.31677370	0.00023510	-0.00023510	0	2.460	0.960	-0.190	0	5.0650000	0.1400000	-0.1400000	0
Kepler-944 b	43.31650965	0.00020512	-0.00020512	0								
Kepler-944 b	43.31677370	0.00023510	-0.00023510	0	2.630	0.270	-0.210	0	5.0650000	0.1400000	-0.1400000	0
Kepler-944 b					3.352	0.329	-0.278	0				
Kepler-944 b	43.31674270	0.00023560	-0.00023560	0				0				0
Kepler-944 b	43.31690377	0.00001139	-0.00001139	0					5.1036000			0
Kepler-944 b	43.31688000	0.00078000	-0.00078000	0	3.200	1.400	-1.400	0	5.9111000			0
Kepler-944 b	43.31677370	0.00023510	-0.00023510	0	2.460	0.960	-0.190	0	5.0650000	0.1400000	-0.1400000	0
Kepler-944 b	43.31677370	0.00023510	-0.00023510	0	2.460	0.960	-0.190	0	5.0650000	0.1400000	-0.1400000	0
Kepler-945 b	31.00338140	0.00020810	-0.00020810	0	2.790	1.020	-0.230	0	5.2040000	0.1550000	-0.1550000	0
Kepler-945 b	31.00330720	0.00018950	-0.00018950	0	2.720	0.720	-0.310	0	5.2530000	0.1420000	-0.1420000	0
Kepler-945 b	31.00310000	0.00069000	-0.00069000	0	2.480	0.860	-0.860	0	5.2780000			0
Kepler-945 b	31.00288579	0.00000854	-0.00000854	0					5.3585000			0
Kepler-945 b	31.00308636	0.00023197	-0.00023197	0								
Kepler-945 b	31.00338140	0.00020810	-0.00020810	0	2.790	1.020	-0.230	0	5.2040000	0.1550000	-0.1550000	0
Kepler-945 b	31.00338140	0.00020810	-0.00020810	0	2.790	1.020	-0.230	0	5.2040000	0.1550000	-0.1550000	0
Kepler-945 b	31.00330720	0.00018950	-0.00018950	0				0				0
Kepler-945 b	31.00338140	0.00020810	-0.00020810	0	2.630	0.470	-0.250	0	5.2040000	0.1550000	-0.1550000	0
Kepler-945 b					2.584	0.284	-0.244	0				
Kepler-946 b	11.79162572	0.00005506	-0.00005506	0	1.780	0.710	-0.140	0	3.0070000	0.1200000	-0.1200000	0
Kepler-946 b	11.79161234	0.00005355	-0.00005355	0	2.410	0.380	-0.420	0	3.0360000	0.1100000	-0.1100000	0
Kepler-946 b	11.79162572	0.00005506	-0.00005506	0	1.930	0.320	-0.200	0	3.0070000	0.1200000	-0.1200000	0
Kepler-946 b	11.79144279	0.00007264	-0.00007264	0								
Kepler-946 b	11.79162572	0.00005506	-0.00005506	0	1.780	0.710	-0.140	0	3.0070000	0.1200000	-0.1200000	0
Kepler-946 b	11.79174000	0.00019000	-0.00019000	0	1.860	0.830	-0.830	0	2.9445000			0
Kepler-946 b	11.79162572	0.00005506	-0.00005506	0	1.780	0.710	-0.140	0	3.0070000	0.1200000	-0.1200000	0
Kepler-946 b					2.371	0.164	-0.136	0				
Kepler-946 b	11.79161234	0.00005355	-0.00005355	0				0				0
Kepler-947 b	26.96443170	0.00015700	-0.00015700	0	2.400	0.790	-0.190	0	3.9490000	0.1390000	-0.1390000	0
Kepler-947 b	26.96446827	0.00016190	-0.00016190	0								
Kepler-947 b	26.96447000	0.00052000	-0.00052000	0	2.100	1.100	-1.100	0	3.9012000			0
Kepler-947 b	26.96450100	0.00015400	-0.00015400	0	2.200	0.520	-0.220	0	3.7920000	0.1310000	-0.1310000	0
Kepler-947 b	26.96443170	0.00015700	-0.00015700	0	2.400	0.790	-0.190	0	3.9490000	0.1390000	-0.1390000	0
Kepler-947 b	26.96443170	0.00015700	-0.00015700	0	2.280	0.230	-0.230	0	3.9490000	0.1390000	-0.1390000	0
Kepler-947 b	26.96450100	0.00015400	-0.00015400	0				0				0
Kepler-947 b	26.96456482	0.00000652	-0.00000652	0					3.6433000			0
Kepler-947 b	26.96443170	0.00015700	-0.00015700	0	2.400	0.790	-0.190	0	3.9490000	0.1390000	-0.1390000	0
Kepler-947 b					3.123	0.339	-0.285	0				
Kepler-948 b	7.76846622	0.00004201	-0.00004201	0	1.790	0.720	-0.190	0	4.3850000	0.1110000	-0.1110000	0
Kepler-948 b					1.389	0.082	-0.087	0				
Kepler-948 b	7.76846622	0.00004201	-0.00004201	0	1.790	0.720	-0.190	0	4.3850000	0.1110000	-0.1110000	0
Kepler-948 b	7.76855200	0.00009300	-0.00009300	0	1.310	0.950	-0.950	0	3.2786000			0
Kepler-948 b	7.76843560	0.00000793	-0.00000793	0					4.2737000			0
Kepler-948 b	7.76845639	0.00004111	-0.00004111	0	1.350	0.150	-0.100	0	3.6890000	0.1280000	-0.1280000	0
Kepler-948 b	7.76855241	0.00004637	-0.00004637	0								
Kepler-948 b	7.76846622	0.00004201	-0.00004201	0	1.790	0.720	-0.190	0	4.3850000	0.1110000	-0.1110000	0
Kepler-948 b	7.76846622	0.00004201	-0.00004201	0	1.850	0.320	-0.410	0	4.3850000	0.1110000	-0.1110000	0
Kepler-948 b	7.76845639	0.00004111	-0.00004111	0				0				0
Kepler-949 b	8.68929800	0.00003200	-0.00003200	0	2.900	2.500	-2.500	0	2.7421000			0
Kepler-949 b	8.68930730	0.00000963	-0.00000963	0	3.030	2.210	-0.360	0	2.5913000	0.0303000	-0.0303000	0
Kepler-949 b	8.68930632	0.00000939	-0.00000939	0								
Kepler-949 b	8.68930730	0.00000963	-0.00000963	0	2.910	0.360	-0.230	0	2.5913000	0.0303000	-0.0303000	0
Kepler-949 b	8.68930730	0.00000963	-0.00000963	0	3.030	2.210	-0.360	0	2.5913000	0.0303000	-0.0303000	0
Kepler-949 b	8.68930122	0.00000980	-0.00000980	0	2.920	0.600	-0.420	0	2.5630000	0.0313000	-0.0313000	0
Kepler-949 b	8.68930122	0.00000980	-0.00000980	0				0				0
Kepler-949 b	8.68930730	0.00000963	-0.00000963	0	3.030	2.210	-0.360	0	2.5913000	0.0303000	-0.0303000	0
Kepler-949 b	8.68929351	0.00000105	-0.00000105	0					2.8472000			0
Kepler-949 b					2.445	0.125	-0.108	0				
Kepler-949 c	20.99757968	0.00003334	-0.00003334	0				0				0
Kepler-949 c	20.99757968	0.00003334	-0.00003334	0	2.970	0.610	-0.430	0	2.4540000	0.0472000	-0.0472000	0
Kepler-949 c	20.99747771	0.00004525	-0.00004525	0	3.720	2.730	-0.430	0	3.0053000	0.0848000	-0.0848000	0
Kepler-949 c	20.99749865	0.00001103	-0.00001103	0					2.7663000			0
Kepler-949 c	20.99747771	0.00004525	-0.00004525	0	3.720	2.730	-0.430	0	3.0053000	0.0848000	-0.0848000	0
Kepler-949 c	20.99433000	0.00013000	-0.00013000	0	3.100	2.800	-2.800	0	2.6931000			0
Kepler-949 c	20.99747771	0.00004525	-0.00004525	0	3.720	2.730	-0.430	0	3.0053000	0.0848000	-0.0848000	0
Kepler-949 c	20.99720001			0	5.165			0				
Kepler-95 b	11.52306746	0.00000945	-0.00000945	0				0				0
Kepler-95 b	11.52306995	0.00000911	-0.00000911	0	3.130	0.090	-0.080	0	3.8853000	0.0189000	-0.0189000	0
Kepler-95 b	11.52306746	0.00000945	-0.00000945	0	3.130	0.200	-0.170	0	3.8757000	0.0209000	-0.0209000	0
Kepler-95 b	11.52306995	0.00000911	-0.00000911	0	3.130	0.090	-0.080	0	3.8853000	0.0189000	-0.0189000	0
Kepler-95 b	11.52306995	0.00000911	-0.00000911	0	3.040	0.100	-0.080	0	3.8853000	0.0189000	-0.0189000	0
Kepler-95 b	11.52310000			0	3.420	0.090	-0.090	0				
Kepler-95 b	11.52306300	0.00002800	-0.00002800	0	2.780	0.300	-0.300	0	4.0638000			0
Kepler-95 b	11.52307584	0.00000091	-0.00000091	0					4.1099000			0
Kepler-95 b	11.52306995			0	3.115	0.086	-0.086	0				
Kepler-95 b	11.52307274	0.00000623	-0.00000623	0								
Kepler-95 b	11.52306995	0.00000911	-0.00000911	0	3.130	0.090	-0.080	0	3.8853000	0.0189000	-0.0189000	0
Kepler-95 b					3.145	0.144	-0.132	0				
Kepler-950 b	98.71804060	0.00017480	-0.00017480	0	6.970	2.380	-0.520	0	6.4184000	0.0633000	-0.0633000	0
Kepler-950 b	98.71809610	0.00000131	-0.00000131	0					6.2318000			0
Kepler-950 b	98.71793320	0.00014610	-0.00014610	0				0				0
Kepler-950 b	98.71804060	0.00017480	-0.00017480	0	8.980	1.560	-0.830	0	6.4184000	0.0633000	-0.0633000	0
Kepler-950 b					13.468	1.670	-1.470	0				
Kepler-950 b	98.71794837	0.00018734	-0.00018734	0								
Kepler-950 b	98.71870000	0.00054000	-0.00054000	0	8.000	1.600	-1.600	0	6.7238000			0
Kepler-950 b	98.71793320	0.00014610	-0.00014610	0	6.990	1.480	-0.520	0	6.5930000	0.1090000	-0.1090000	0
Kepler-950 b	98.71804060	0.00017480	-0.00017480	0	6.970	2.380	-0.520	0	6.4184000	0.0633000	-0.0633000	0
Kepler-950 b	98.71804060	0.00017480	-0.00017480	0	6.970	2.380	-0.520	0	6.4184000	0.0633000	-0.0633000	0
Kepler-951 b	71.52539312	0.00004401	-0.00004401	0								
Kepler-951 b					5.105	0.249	-0.214	0				
Kepler-951 b	71.52543938	0.00009470	-0.00009470	0				0				0
Kepler-951 b	71.52530845	0.00008419	-0.00008419	0	5.590	0.240	-0.260	0	5.9273000	0.0392000	-0.0392000	0
Kepler-951 b	71.52530845	0.00008419	-0.00008419	0	6.210	11.920	-0.530	0	5.9273000	0.0392000	-0.0392000	0
Kepler-951 b	71.52543938	0.00009470	-0.00009470	0	5.760	0.220	-0.350	0	5.9189000	0.0564000	-0.0564000	0
Kepler-951 b	71.52533237	0.00000088	-0.00000088	0					5.6359000			0
Kepler-951 b	71.52530845	0.00008419	-0.00008419	0	6.210	11.920	-0.530	0	5.9273000	0.0392000	-0.0392000	0
Kepler-951 b	71.52622000	0.00021000	-0.00021000	0	7.700	2.300	-2.300	0	5.8579000			0
Kepler-951 b	71.52530845	0.00008419	-0.00008419	0	6.210	11.920	-0.530	0	5.9273000	0.0392000	-0.0392000	0
Kepler-952 b	130.35439290	0.00021390	-0.00021390	0	7.700	2.530	-0.840	0	6.4740000	0.1430000	-0.1430000	0
Kepler-952 b	130.35469190	0.00020690	-0.00020690	0	7.910	3.770	-0.720	0	6.3820000	0.1380000	-0.1380000	0
Kepler-952 b					8.266	0.808	-0.719	0				
Kepler-952 b	130.35439290	0.00021390	-0.00021390	0				0				0
Kepler-952 b	130.35469190	0.00020690	-0.00020690	0	7.910	3.770	-0.720	0	6.3820000	0.1380000	-0.1380000	0
Kepler-952 b	130.35148000	0.00041000	-0.00041000	0	6.700	2.700	-2.700	0	6.0679000			0
Kepler-952 b	130.35496133	0.00016993	-0.00016993	0								
Kepler-952 b	130.35464842	0.00001311	-0.00001311	0					6.0484000			0
Kepler-952 b	130.35469190	0.00020690	-0.00020690	0	7.650	1.650	-0.750	0	6.3820000	0.1380000	-0.1380000	0
Kepler-952 b	130.35469190	0.00020690	-0.00020690	0	7.910	3.770	-0.720	0	6.3820000	0.1380000	-0.1380000	0
Kepler-953 b	88.40655258	0.00008306	-0.00008306	0	4.270	0.630	-0.220	0	12.3073000	0.0754000	-0.0754000	0
Kepler-953 b	88.40678718	0.00008035	-0.00008035	0				0				0
Kepler-953 b	88.40655258	0.00008306	-0.00008306	0	4.270	0.630	-0.220	0	12.3073000	0.0754000	-0.0754000	0
Kepler-953 b	88.40651396	0.00000317	-0.00000317	0					12.2053000			0
Kepler-953 b	88.40655258	0.00008306	-0.00008306	0	4.270	0.630	-0.220	0	12.3073000	0.0754000	-0.0754000	0
Kepler-953 b	88.40678718	0.00008035	-0.00008035	0	4.550	0.730	-0.450	0	12.3079000	0.0782000	-0.0782000	0
Kepler-953 b	88.40696499	0.00002213	-0.00002213	0								
Kepler-953 b	88.40655258	0.00008306	-0.00008306	0	4.210	0.370	-0.330	0	12.3073000	0.0754000	-0.0754000	0
Kepler-953 b	88.40703000	0.00023000	-0.00023000	0	4.610	0.270	-0.270	0	12.5546000			0
Kepler-953 c	9.10976851	0.00001471	-0.00001471	0								
Kepler-953 c	9.10967112	0.00002528	-0.00002528	0	1.160	0.170	-0.060	0	5.3021000	0.0659000	-0.0659000	0
Kepler-953 c	9.10969334	0.00002700	-0.00002700	0	1.320	0.210	-0.130	0	5.3181000	0.0677000	-0.0677000	0
Kepler-953 c	9.10971907	0.00000469	-0.00000469	0					5.5264000			0
Kepler-953 c	9.10967112	0.00002528	-0.00002528	0	1.160	0.170	-0.060	0	5.3021000	0.0659000	-0.0659000	0
Kepler-953 c	9.10967112	0.00002528	-0.00002528	0	1.160	0.170	-0.060	0	5.3021000	0.0659000	-0.0659000	0
Kepler-953 c	9.10967112	0.00002528	-0.00002528	0	1.190	0.110	-0.090	0	5.3021000	0.0659000	-0.0659000	0
Kepler-953 c	9.10969334	0.00002700	-0.00002700	0				0				0
Kepler-954 b	16.78177400	0.00004700	-0.00004700	0	2.200	2.000	-2.000	0	3.7677000			0
Kepler-954 b	16.78176602	0.00001593	-0.00001593	0	2.330	5.790	-0.230	0	3.7533000	0.0245000	-0.0245000	0
Kepler-954 b	16.78176602	0.00001593	-0.00001593	0	2.330	5.790	-0.230	0	3.7533000	0.0245000	-0.0245000	0
Kepler-954 b	16.78175566	0.00001096	-0.00001096	0								
Kepler-954 b	16.78175788	0.00001639	-0.00001639	0				0				0
Kepler-954 b	16.78176602	0.00001593	-0.00001593	0	2.320	0.050	-0.110	0	3.7533000	0.0245000	-0.0245000	0
Kepler-954 b	16.78175788	0.00001639	-0.00001639	0	2.250	0.140	-0.100	0	3.7386000	0.0353000	-0.0353000	0
Kepler-954 b	16.78175811	0.00000088	-0.00000088	0					4.0294000			0
Kepler-954 b	16.78176602	0.00001593	-0.00001593	0	2.330	5.790	-0.230	0	3.7533000	0.0245000	-0.0245000	0
Kepler-954 b					2.194	0.302	-0.112	0				
Kepler-955 b	14.53245736	0.00001256	-0.00001256	0								
Kepler-955 b	14.53244830	0.00009627	-0.00009627	0	3.110	0.500	-0.370	0	3.1300000	0.1710000	-0.1710000	0
Kepler-955 b	14.53244172	0.00001662	-0.00001662	0	3.130	0.270	-0.170	0	3.1732000	0.0412000	-0.0412000	0
Kepler-955 b	14.53243361	0.00000114	-0.00000114	0					3.4919000			0
Kepler-955 b	14.53227100	0.00005000	-0.00005000	0	3.400	2.400	-2.400	0	3.2661000			0
Kepler-955 b	14.53244830	0.00009627	-0.00009627	0				0				0
Kepler-955 b	14.53244172	0.00001662	-0.00001662	0	3.190	1.250	-0.350	0	3.1732000	0.0412000	-0.0412000	0
Kepler-955 b					2.626	0.248	-0.212	0				
Kepler-955 b	14.53244172	0.00001662	-0.00001662	0	3.190	1.250	-0.350	0	3.1732000	0.0412000	-0.0412000	0
Kepler-955 b	14.53244172	0.00001662	-0.00001662	0	3.190	1.250	-0.350	0	3.1732000	0.0412000	-0.0412000	0
Kepler-956 b	5.24867263	0.00000312	-0.00000312	0	3.000	0.780	-0.380	0	1.8418000	0.0275000	-0.0275000	0
Kepler-956 b	5.24868100	0.00001000	-0.00001000	0	2.420	0.920	-0.920	0	1.8401000			0
Kepler-956 b	5.24866761	0.00000606	-0.00000606	0	2.840	0.430	-0.200	0	1.9170000	0.0297000	-0.0297000	0
Kepler-956 b					2.791	0.120	-0.341	0				
Kepler-956 b	5.24867263	0.00000312	-0.00000312	0	2.690	1.230	-0.240	0	1.8418000	0.0275000	-0.0275000	0
Kepler-956 b	5.24866761	0.00000606	-0.00000606	0				0				0
Kepler-956 b	5.24867263	0.00000312	-0.00000312	0	2.690	1.230	-0.240	0	1.8418000	0.0275000	-0.0275000	0
Kepler-956 b	5.24867263	0.00000312	-0.00000312	0	2.690	1.230	-0.240	0	1.8418000	0.0275000	-0.0275000	0
Kepler-956 b	5.24866995	0.00000085	-0.00000085	0					2.1639000			0
Kepler-957 b	5.90741395	0.00000129	-0.00000129	0								
Kepler-957 b	5.90741354	0.00000507	-0.00000507	0	5.500	0.290	-0.320	0	1.0864000	0.0357000	-0.0357000	0
Kepler-957 b	5.90741389	0.00000039	-0.00000039	0					1.3462000			0
Kepler-957 b	5.90741354	0.00000507	-0.00000507	0	5.040	0.640	-0.480	0	1.0864000	0.0357000	-0.0357000	0
Kepler-957 b	5.90741354	0.00000507	-0.00000507	0	5.040	0.640	-0.480	0	1.0864000	0.0357000	-0.0357000	0
Kepler-957 b	5.90739300	0.00001500	-0.00001500	0	5.900	2.100	-2.100	0	1.1733000			0
Kepler-957 b					6.256	1.716	-2.547	0				
Kepler-957 b	5.90741476	0.00003939	-0.00003939	0	5.100	0.450	-0.510	0	1.0160000	0.2810000	-0.2810000	0
Kepler-957 b	5.90741476	0.00003939	-0.00003939	0				0				0
Kepler-957 b	5.90741354	0.00000507	-0.00000507	0	5.040	0.640	-0.480	0	1.0864000	0.0357000	-0.0357000	0
Kepler-958 b	9.76785911	0.00001383	-0.00001383	0	2.540	0.230	-0.150	0	2.1649000	0.0612000	-0.0612000	0
Kepler-958 b	9.76787254	0.00000105	-0.00000105	0					2.2473000			0
Kepler-958 b	9.76780500	0.00003600	-0.00003600	0	3.000	2.400	-2.400	0	2.3013000			0
Kepler-958 b	9.76788050	0.00001110	-0.00001110	0	2.510	0.890	-0.360	0	1.9474000	0.0405000	-0.0405000	0
Kepler-958 b	9.76788050	0.00001110	-0.00001110	0	2.510	0.890	-0.360	0	1.9474000	0.0405000	-0.0405000	0
Kepler-958 b	9.76788050	0.00001110	-0.00001110	0	2.060	0.100	-0.080	0	1.9474000	0.0405000	-0.0405000	0
Kepler-958 b					2.478	0.109	-0.443	0				
Kepler-958 b	9.76785911	0.00001383	-0.00001383	0				0				0
Kepler-958 b	9.76788050	0.00001110	-0.00001110	0	2.510	0.890	-0.360	0	1.9474000	0.0405000	-0.0405000	0
Kepler-959 b	14.80012000	0.00022000	-0.00022000	0	4.400	2.400	-2.400	0	8.5652000			0
Kepler-959 b	14.80074836	0.00004706	-0.00004706	0	3.230	2.230	-0.520	0	5.6698000	0.0822000	-0.0822000	0
Kepler-959 b	14.80074836	0.00004706	-0.00004706	0	4.380	1.210	-0.870	0	5.6698000	0.0822000	-0.0822000	0
Kepler-959 b	14.80074836	0.00004706	-0.00004706	0	3.230	2.230	-0.520	0	5.6698000	0.0822000	-0.0822000	0
Kepler-959 b	14.80075082	0.00004039	-0.00004039	0	17.380	3.360	-6.240	0	5.7620000	0.0741000	-0.0741000	0
Kepler-959 b	14.80081530	0.00000861	-0.00000861	0								
Kepler-959 b	14.80074836	0.00004706	-0.00004706	0	3.230	2.230	-0.520	0	5.6698000	0.0822000	-0.0822000	0
Kepler-959 b	14.80058555	0.00001376	-0.00001376	0					8.7165000			0
Kepler-959 b	14.80075082	0.00004039	-0.00004039	0				0				0
Kepler-959 b					3.917	0.187	-0.198	0				
Kepler-96 b	16.23846777	0.00000727	-0.00000727	0	2.270	0.420	-0.090	0	3.8170000	0.0268000	-0.0268000	0
Kepler-96 b	16.23847733	0.00001477	-0.00001477	0	2.760	0.420	-0.240	0	3.9699000	0.0341000	-0.0341000	0
Kepler-96 b	16.23847733	0.00001477	-0.00001477	0				0				0
Kepler-96 b	16.23845931	0.00000189	-0.00000189	0								
Kepler-96 b					2.627	0.114	-0.234	0				
Kepler-96 b	16.23846777	0.00000727	-0.00000727	0	2.270	0.420	-0.090	0	3.8170000	0.0268000	-0.0268000	0
Kepler-96 b	16.23846777	0.00000727	-0.00000727	0	2.270	0.420	-0.090	0	3.8170000	0.0268000	-0.0268000	0
Kepler-96 b	16.23846777			0	2.373	0.059	-0.059	0				
Kepler-96 b	16.23850000			0	2.670	0.220	-0.220	0				
Kepler-96 b	16.23846500	0.00001200	-0.00001200	0	2.650	0.250	-0.250	0	3.8551000			0
Kepler-96 b	16.23846777	0.00000727	-0.00000727	0	2.550	0.200	-0.130	0	3.8170000	0.0268000	-0.0268000	0
Kepler-960 b	3.12686119	0.00000169	-0.00000169	0				0				0
Kepler-960 b	3.12686312	0.00000134	-0.00000134	0								
Kepler-960 b	3.12686223	0.00000167	-0.00000167	0	5.460	4.730	-3.000	0	1.1975000	0.0214000	-0.0214000	0
Kepler-960 b	3.12686223	0.00000167	-0.00000167	0	5.460	4.730	-3.000	0	1.1975000	0.0214000	-0.0214000	0
Kepler-960 b	3.12686239	0.00000054	-0.00000054	0					1.4758000			0
Kepler-960 b	3.12686223	0.00000167	-0.00000167	0	2.290	0.070	-0.250	0	1.1975000	0.0214000	-0.0214000	0
Kepler-960 b	3.12686223	0.00000167	-0.00000167	0	5.460	4.730	-3.000	0	1.1975000	0.0214000	-0.0214000	0
Kepler-960 b	3.12686119	0.00000169	-0.00000169	0	5.120	3.270	-2.980	0	1.1926000	0.0198000	-0.0198000	0
Kepler-960 b					2.016	0.236	-0.138	0				
Kepler-960 b	3.12686510	0.00000670	-0.00000670	0	1.800	6.100	-6.100	0	1.1864000			0
Kepler-961 b	16.87723335	0.00002024	-0.00002024	0								
Kepler-961 b					2.492	0.470	-0.132	0				
Kepler-961 b	16.87727414	0.00002872	-0.00002872	0	3.190	1.190	-0.500	0	3.7835000	0.0424000	-0.0424000	0
Kepler-961 b	16.87728598	0.00000150	-0.00000150	0					3.9774000			0
Kepler-961 b	16.87734200	0.00009200	-0.00009200	0	3.500	1.200	-1.200	0	3.9137000			0
